Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Strasbourg R32,L vs Watson,3.8,4.2,3.5,39.3%,34.5%,53.8%,50.0%,59.1%,9.0%,-3.5,-4.7,4.0,6.7
Career (1 matches),,3.8,4.2,3.5,39.3%,34.5%,53.8%,50.0%,59.1%,9.0%,-3.5,-4.7,4.0,6.7
