Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,3,0,3,0.0%,0-6,0.0%,15-36,29.4%,0-0,-,3,52.0%,7.7%,2.7%,3.8%,60.3%,57.7%,41.1%,51.1%,33.3%,42.6%,0.68
Clay,54,32,22,59.3%,68-54,55.7%,573-528,52.0%,6-1,85.7%,54,58.3%,45.7%,1.4%,3.6%,60.8%,59.5%,44.9%,53.8%,48.0%,50.9%,1.04
Finals,2,0,2,0.0%,1-4,20.0%,16-29,35.6%,0-0,-,2,27.3%,43.5%,1.3%,3.9%,58.7%,38.5%,45.3%,41.3%,46.2%,43.7%,0.79
Semi-finals,2,2,0,100.0%,4-2,66.7%,29-25,53.7%,0-0,-,2,65.4%,42.9%,3.0%,2.4%,62.2%,63.7%,41.9%,55.5%,48.1%,51.6%,1.08
Quarter-finals,11,2,9,18.2%,6-20,23.1%,94-138,40.5%,0-0,-,11,46.7%,34.5%,2.1%,4.1%,58.9%,55.8%,41.0%,49.7%,42.4%,45.9%,0.84
vs Righties,43,23,20,53.5%,48-46,51.1%,435-423,50.7%,5-1,83.3%,43,57.0%,43.2%,1.5%,3.8%,59.8%,58.9%,45.2%,53.4%,47.2%,50.2%,1.01
vs Lefties,3,1,2,33.3%,2-5,28.6%,23-34,40.4%,0-0,-,3,53.6%,27.6%,3.0%,3.6%,60.2%,55.0%,47.0%,51.8%,40.1%,45.8%,0.83
