Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2026,2026,Q1,1,0.91,1.1%,5.7%,65.5%,64.9%,33.3%,54.0%,41.9%,37.5%,36.4%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2022,2022,Q1,1,0.95,0.0%,1.0%,67.3%,50.0%,50.0%,50.0%,47.7%,61.1%,63.6%
