Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Rio De Janeiro 125 R32,W vs Riera,47% (8/17),57% (4/7),2/3,1/1,86% (6/7),0/0,0/0,100% (4/4),75% (3/4)
2019 W25 Rome R32,L vs Seguel,71% (5/7),42% (5/12),1/2,0/0,30% (3/10),0/2,0/1,- (0/0),- (0/0)
2019 W15 Tabarka F,W vs Dartron,58% (7/12),31% (5/16),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka SF,W vs Tholey,88% (7/8),45% (5/11),2/3,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R16,W vs Njiric,75% (9/12),50% (3/6),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Ashley,45% (5/11),70% (7/10),2/3,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka QF,W vs Cuk,63% (5/8),30% (7/23),2/7,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R16,W vs Brunskog,67% (10/15),47% (7/15),2/2,1/1,30% (3/10),2/3,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Cagnazzo,67% (6/9),60% (6/10),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Estable,62% (8/13),40% (4/10),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 W15 Amiens QF,L vs Morderger,40% (8/20),21% (6/29),1/4,0/0,54% (7/13),1/3,0/1,- (0/0),- (0/0)
2019 W15 Amiens R16,W vs Bassols Ribera,50% (5/10),50% (8/16),2/2,1/1,25% (2/8),0/1,0/0,- (0/0),- (0/0)
2019 W15 Amiens R32,W vs Pipa,58% (7/12),38% (6/16),2/4,1/2,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2019 W15 Monastir SF,L vs Papamichail,40% (2/5),20% (2/10),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2019 W15 Monastir QF,W vs Lodikova,67% (8/12),67% (4/6),2/4,1/2,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2019 W15 Monastir R32,W vs Lanca,100% (5/5),54% (7/13),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Monastir QF,L vs Lesniak,0% (0/6),25% (1/4),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 W15 Monastir R16,W vs Adler,64% (7/11),63% (5/8),2/3,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Monastir R32,W vs Zecevic,75% (6/8),75% (6/8),2/2,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2017 Hammamet $15K F,W vs Suvrijn,38% (5/13),70% (7/10),2/4,1/3,67% (8/12),0/0,0/0,- (0/0),- (0/0)
2025 (1 matches),,47.1%,57.1%,66.7%,100.0%,85.7%,-,-,100.0%,75.0%
2019 (18 matches),,59.8%,42.2%,61.2%,73.7%,50.0%,23.1%,0.0%,-,-
2017 (29 matches),,54.2%,55.9%,50.6%,44.7%,50.2%,46.9%,50.0%,47.2%,56.6%
2014 (5 matches),,64.9%,54.1%,50.0%,50.0%,53.1%,33.3%,40.0%,-,-
Career (53 matches),,56.6%,50.4%,54.7%,54.8%,51.0%,40.8%,42.4%,50.9%,57.9%
