Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,5,0,100.0%,10-1,90.9%,67-35,65.7%,1-0,100.0%,5,76.5%,54.0%,2.3%,4.0%,51.3%,71.6%,53.7%,62.9%,50.8%,56.4%,1.37,W (Rosario)
2025,12,10,2,83.3%,20-9,69.0%,149-113,56.9%,1-0,100.0%,12,77.8%,35.6%,3.6%,2.1%,67.3%,67.7%,52.2%,62.6%,44.5%,52.9%,1.19,W (Rosario)
2024,66,49,17,74.2%,102-47,68.5%,798-626,56.0%,12-8,60.0%,65,73.8%,38.4%,3.3%,3.0%,63.7%,65.8%,49.2%,59.8%,44.6%,52.2%,1.11,W (3x)
2023,51,33,18,64.7%,74-48,60.7%,616-521,54.2%,12-5,70.6%,51,73.3%,34.5%,2.7%,3.2%,64.0%,65.9%,48.6%,59.7%,43.6%,51.6%,1.08,W (Antofagasta)
2022,52,33,19,63.5%,73-45,61.9%,595-481,55.3%,4-5,44.4%,51,74.1%,37.0%,2.3%,2.9%,62.7%,66.2%,50.2%,60.2%,43.9%,52.1%,1.10,W (2x)
2021,46,27,19,58.7%,61-46,57.0%,524-499,51.2%,10-3,76.9%,46,72.7%,29.2%,2.9%,2.5%,63.6%,66.4%,49.8%,60.4%,40.7%,50.6%,1.03,W (Warsaw)
2020,5,2,3,40.0%,4-7,36.4%,47-52,47.5%,0-0,-,5,68.8%,27.5%,6.0%,4.3%,56.2%,64.6%,54.5%,60.1%,42.6%,50.4%,1.07,QF (Sao Paulo)
2019,17,8,9,47.1%,19-21,47.5%,186-194,48.9%,3-1,75.0%,17,69.4%,28.4%,2.0%,4.0%,59.1%,64.9%,49.9%,58.8%,40.6%,49.4%,0.98,R16 (2x)
2018,2,1,1,50.0%,2-2,50.0%,20-19,51.3%,0-0,-,2,73.7%,30.0%,2.4%,3.3%,56.9%,65.7%,54.7%,61.0%,36.1%,49.4%,0.93,R16 (Campinas)
2017,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,37.5%,0.0%,0.0%,3.8%,61.5%,56.3%,25.0%,44.2%,25.0%,35.9%,0.45,R32 (Floridablanca)
2016,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,4.0%,0.0%,68.0%,50.0%,43.8%,48.0%,17.5%,34.4%,0.34,R32 (Buenos Aires)
Career,258,168,90,65.1%,365-230,61.3%,3009-2564,54.0%,43-22,66.2%,256,73.2%,34.6%,2.9%,3.0%,63.1%,66.0%,49.7%,60.0%,43.2%,51.6%,1.08,
