Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Brisbane R32,L vs Tien,24.2%,31.8%,54.2%,30.0%,29.7%,40.5%,65.4%,40.0%,50.0%,5.3%,0.0%,18.5%,22.2%,40.9%,25
2024 Campinas CH QF,W vs Barrios Vera,22.4%,26.5%,52.9%,25.7%,28.0%,36.0%,66.7%,34.4%,53.8%,50.0%,100.0%,20.0%,20.0%,37.5%,65
2024 Campinas CH R16,W vs Sell,19.5%,26.0%,49.2%,22.9%,29.2%,37.5%,52.9%,34.6%,59.3%,19.0%,0.0%,3.6%,7.1%,44.4%,-80
2024 Villa Maria CH F,W vs De Jong,15.3%,21.2%,53.2%,19.9%,20.8%,27.8%,52.6%,28.5%,27.6%,34.9%,50.0%,7.5%,12.5%,54.1%,-46
2024 US Open R128,L vs Fritz,21.5%,25.3%,40.0%,23.5%,35.3%,41.2%,36.4%,40.0%,22.2%,12.5%,25.0%,13.2%,15.8%,42.4%,4
2024 Umag R32,W vs Mikrut,11.9%,19.4%,62.1%,17.5%,19.5%,31.7%,72.7%,28.5%,45.0%,42.9%,0.0%,0.0%,0.0%,48.0%,-118
2024 Sao Leopoldo CH R32,W vs Guillen Meza,15.7%,23.5%,56.1%,20.5%,18.8%,26.1%,60.7%,25.9%,27.8%,57.6%,28.6%,10.3%,20.7%,46.2%,-18
2024 Buenos Aires R16,L vs Alcaraz,10.5%,14.5%,36.5%,14.1%,11.8%,17.6%,42.2%,17.1%,32.0%,69.2%,90.0%,10.0%,10.0%,22.2%,-30
2024 Australian Open Q3,L vs De Jong,25.9%,33.6%,57.1%,29.6%,41.4%,50.0%,70.6%,48.8%,26.9%,18.8%,0.0%,10.7%,17.9%,48.0%,-27
2022 Roland Garros R128,W vs Karatsev,24.1%,31.9%,44.7%,28.1%,27.8%,38.0%,46.2%,34.0%,10.2%,32.2%,33.3%,18.2%,21.8%,42.2%,-1
2022 Santiago CH R16,L vs Etcheverry,20.0%,26.1%,45.6%,23.7%,27.3%,33.8%,48.2%,32.9%,42.4%,68.2%,78.6%,5.6%,11.1%,41.2%,-60
Career (11 matches),,19.6%,26.1%,49.9%,23.6%,26.0%,34.2%,54.2%,32.7%,33.0%,39.6%,54.7%,11.0%,15.2%,43.8%,-8
