Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Brisbane R32,L vs Tien,0.0%,-,10.2%,53.8%,10.9%,12.5%,0.0%,5.3%,25.0%,0.0%,-,-78,-52
2024 Campinas CH QF,W vs Barrios Vera,0.0%,-,8.0%,75.0%,12.9%,22.2%,0.0%,6.7%,50.0%,0.5%,100.0%,-116,-75
2024 Campinas CH R16,W vs Sell,0.0%,-,4.4%,50.0%,10.0%,13.8%,7.7%,7.1%,15.4%,2.8%,0.0%,-121,-107
2024 Villa Maria CH F,W vs De Jong,0.0%,-,20.3%,77.3%,8.7%,8.5%,4.3%,6.7%,35.7%,1.8%,30.0%,-50,-48
2024 US Open R128,L vs Fritz,0.0%,-,7.1%,63.6%,7.1%,11.1%,11.1%,13.2%,40.0%,2.3%,33.3%,-28,-3
2024 Umag R32,W vs Mikrut,0.0%,-,7.1%,100.0%,10.1%,19.2%,5.9%,1.0%,20.0%,2.3%,12.5%,-97,-99
2024 Sao Leopoldo CH R32,W vs Guillen Meza,1.0%,100.0%,9.7%,55.6%,8.5%,14.3%,0.0%,5.3%,45.5%,1.4%,83.3%,-125,-113
2024 Buenos Aires R16,L vs Alcaraz,0.0%,-,10.9%,60.0%,6.6%,8.8%,3.2%,5.6%,10.0%,1.4%,75.0%,-100,-99
2024 Australian Open Q3,L vs De Jong,0.0%,-,9.2%,86.4%,12.5%,13.0%,11.8%,8.2%,22.2%,1.2%,40.0%,-62,-40
2022 Roland Garros R128,W vs Karatsev,0.0%,-,2.2%,71.4%,11.2%,14.9%,19.0%,2.3%,7.7%,1.4%,37.5%,-128,-102
2022 Santiago CH R16,L vs Etcheverry,0.0%,-,6.5%,64.3%,9.0%,12.8%,8.0%,3.6%,18.8%,1.7%,62.5%,-42,-41
Career (11 matches),,0.1%,100.0%,8.6%,70.7%,9.6%,12.5%,6.6%,5.0%,23.6%,1.6%,38.5%,-87,-72
