Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),67,780,87,1719,122,1622,52,1727,172,1476,,,,
2025,49,1028,99,1704,127,1604,62,1714,179,1469,,,,
2024,97,624,118,1672,173,1535,95,1660,152,1506,512,96,,
2023,141,442,145,1620,242,1455,123,1605,,,,,,
2022,126,449,203,1547,255,1434,173,1536,,,,,,
2021,213,301,186,1566,246,1430,161,1550,,,,,,
2020,350,121,,,,,,,,,381,121,,
2019,409,84,351,1383,423,1249,295,1389,,,407,100,,
2018,482,13,,,,,,,,,672,8,,
2017,848,18,,,,,,,,,972,30,,
2016,876,17,,,,,,,,,650,77,,
