Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,25,7,18,28.0%,16-40,28.6%,237-323,42.3%,4-7,36.4%,25,67.5%,16.7%,4.8%,4.1%,57.4%,66.7%,46.4%,58.0%,32.9%,46.0%,0.78
Clay,42,20,22,47.6%,43-53,44.8%,441-496,47.1%,8-5,61.5%,41,71.0%,23.2%,3.2%,3.3%,64.3%,65.3%,45.8%,58.4%,38.5%,48.7%,0.93
Grass,3,0,3,0.0%,0-7,0.0%,30-45,40.0%,0-3,0.0%,3,74.3%,10.8%,5.2%,4.4%,52.6%,61.8%,54.2%,58.2%,28.6%,44.1%,0.69
Grand Slams,8,1,7,12.5%,5-23,17.9%,106-166,39.0%,1-4,20.0%,8,61.1%,18.4%,3.6%,4.6%,57.6%,60.4%,45.6%,54.1%,35.3%,45.0%,0.77
Masters,18,8,10,44.4%,15-22,40.5%,162-198,45.0%,4-2,66.7%,18,73.1%,15.1%,4.3%,3.4%,60.2%,69.2%,48.3%,60.8%,32.0%,47.0%,0.82
Other Tours,44,18,26,40.9%,39-55,41.5%,440-500,46.8%,7-9,43.8%,43,71.0%,22.8%,3.8%,3.5%,62.7%,65.7%,46.1%,58.4%,37.9%,48.5%,0.91
Best of 5,8,1,7,12.5%,5-23,17.9%,106-166,39.0%,1-4,20.0%,8,61.1%,18.4%,3.6%,4.6%,57.6%,60.4%,45.6%,54.1%,35.3%,45.0%,0.77
Best of 3,62,26,36,41.9%,54-77,41.2%,602-698,46.3%,11-11,50.0%,61,71.6%,20.6%,3.9%,3.5%,62.0%,66.6%,46.7%,59.1%,36.3%,48.1%,0.89
Semi-finals,4,0,4,0.0%,2-8,20.0%,35-56,38.5%,0-2,0.0%,4,68.2%,11.1%,4.3%,1.8%,61.2%,66.9%,45.0%,58.4%,32.6%,45.5%,0.78
Quarter-finals,5,4,1,80.0%,7-2,77.8%,52-42,55.3%,1-1,50.0%,5,75.5%,38.0%,6.8%,3.4%,62.8%,72.1%,46.3%,62.5%,43.5%,52.6%,1.16
vs Righties,63,24,39,38.1%,53-91,36.8%,634-781,44.8%,10-13,43.5%,62,68.7%,21.0%,3.6%,3.5%,61.2%,64.3%,47.2%,57.6%,36.5%,47.5%,0.86
vs Lefties,7,3,4,42.9%,6-9,40.0%,74-83,47.1%,2-2,50.0%,7,80.2%,14.3%,6.0%,5.4%,62.1%,77.4%,40.9%,63.6%,32.6%,48.4%,0.89
vs Top 10,8,0,8,0.0%,1-16,5.9%,55-106,34.2%,1-1,50.0%,8,57.5%,10.8%,3.1%,5.1%,63.0%,61.2%,41.9%,54.0%,31.2%,42.9%,0.68
