Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Brisbane R32,L vs Tien,4.5,4.6,4.5,48.6%,38.1%,50.0%,28.6%,51.5%,41.7%,1.5,1.4,-7.5,-12.3
2024 Campinas CH QF,W vs Barrios Vera,4.8,4.6,4.9,60.9%,64.3%,75.0%,50.0%,46.5%,53.7%,13.0,15.9,3.5,7.1
2024 Campinas CH R16,W vs Sell,5.6,5.5,5.8,55.9%,37.5%,52.6%,50.0%,48.5%,35.3%,9.0,6.5,4.0,3.7
2024 Villa Maria CH F,W vs De Jong,5.8,6.3,5.3,39.6%,54.3%,53.8%,69.4%,70.3%,23.5%,12.5,3.6,5.5,4.7
2024 US Open R128,L vs Fritz,4.1,4.4,3.7,35.7%,31.8%,68.4%,43.8%,52.1%,40.5%,-4.0,-3.5,-5.5,-7.4
2024 Umag R32,W vs Mikrut,6.2,6.8,5.5,52.2%,62.5%,50.0%,57.7%,55.5%,24.8%,14.5,8.5,-2.5,-2.2
2024 Sao Leopoldo CH R32,W vs Guillen Meza,5.6,5.6,5.5,49.4%,51.2%,58.3%,45.2%,42.6%,18.5%,11.5,7.1,5.0,2.5
2024 Buenos Aires R16,L vs Alcaraz,5.1,5.5,4.5,47.3%,27.9%,66.7%,42.9%,60.9%,9.1%,3.5,2.2,-5.5,-5.6
2024 Australian Open Q3,L vs De Jong,4.3,4.6,4.0,48.4%,48.2%,52.8%,61.9%,65.9%,34.0%,13.5,5.6,4.0,4.6
2022 Roland Garros R128,W vs Karatsev,4.8,5.1,4.5,59.1%,44.6%,39.5%,43.9%,44.7%,17.6%,12.5,5.9,-11.0,-4.3
2022 Santiago CH R16,L vs Etcheverry,5.1,5.0,5.2,43.8%,46.3%,47.1%,61.3%,51.8%,28.4%,2.5,1.2,-8.5,-5.4
Career (11 matches),,5.0,5.3,4.8,48.8%,46.3%,53.3%,52.8%,54.1%,27.5%,8.2,4.6,-1.7,-1.4
