Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Brisbane R32,L vs Tien,75.4%,28.3%,3.3%,0/2,2.05,23.4%,77.8%,25.0%,0.0%,2.12,40.0%,78.3%,33.3%,8.7%,1.98,4.5%
2024 Campinas CH QF,W vs Barrios Vera,80.4%,70.7%,5.9%,2/1,2.12,0.0%,84.6%,63.6%,0.0%,2.11,0.0%,90.5%,78.9%,14.3%,2.13,0.0%
2024 Campinas CH R16,W vs Sell,74.6%,50.0%,6.8%,4/0,2.21,1.6%,69.4%,36.0%,2.8%,2.25,2.9%,86.4%,68.4%,13.6%,2.17,0.0%
2024 Villa Maria CH F,W vs De Jong,65.7%,60.0%,0.0%,0/0,2.09,5.3%,56.4%,51.6%,0.0%,2.18,8.8%,89.5%,67.6%,0.0%,1.95,0.0%
2024 US Open R128,L vs Fritz,55.3%,47.6%,5.3%,4/0,2.28,1.8%,55.8%,33.3%,0.0%,2.07,4.5%,60.0%,66.7%,13.3%,2.42,0.0%
2024 Umag R32,W vs Mikrut,88.1%,46.2%,1.7%,1/0,2.21,6.9%,85.7%,44.4%,0.0%,2.17,12.1%,94.4%,47.1%,2.8%,2.26,0.0%
2024 Sao Leopoldo CH R32,W vs Guillen Meza,79.5%,40.9%,3.6%,3/0,2.10,1.2%,80.6%,42.0%,1.6%,2.12,1.8%,100.0%,37.5%,12.5%,2.06,0.0%
2024 Buenos Aires R16,L vs Alcaraz,82.0%,46.0%,9.8%,5/1,2.27,1.6%,86.4%,34.2%,6.8%,2.21,2.2%,100.0%,83.3%,25.0%,2.42,0.0%
2024 Australian Open Q3,L vs De Jong,66.7%,45.1%,4.1%,3/2,2.23,11.0%,59.7%,41.9%,0.0%,1.99,21.9%,84.8%,48.7%,10.9%,2.40,4.0%
2022 Roland Garros R128,W vs Karatsev,80.1%,47.9%,10.3%,8/7,2.43,7.3%,83.0%,50.0%,13.8%,2.33,11.5%,88.6%,43.6%,4.5%,2.60,0.0%
2022 Santiago CH R16,L vs Etcheverry,79.0%,46.8%,2.0%,1/1,2.39,1.1%,79.0%,43.8%,2.5%,2.42,1.8%,83.3%,60.0%,0.0%,2.35,0.0%
Career (11 matches),,74.5%,47.8%,4.9%,68.9%,2.24,5.4%,73.9%,43.0%,3.5%,2.21,8.8%,85.9%,55.5%,8.2%,2.28,0.9%
