Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Felix Mantilla [ESP],1,5,16.7%,1,0,1,0.0%,1992,1997,4,0.69,2.3%,5.0%,65.2%,59.7%,40.3%,52.9%,32.3%,52.9%,18.8%
5,Jordi Arrese [ESP],1,4,20.0%,2,1,1,50.0%,1993,1996,4,0.78,1.8%,2.9%,68.0%,57.8%,47.1%,54.4%,35.6%,48.6%,62.5%
3,Filippo Messori [ITA],2,1,66.7%,1,1,0,100.0%,1996,2000,0,,,,,,,,,,
3,Emilio Benfele Alvarez [ESP],2,1,66.7%,1,1,0,100.0%,1997,1999,1,0.96,2.6%,9.0%,61.9%,75.0%,39.0%,61.3%,37.3%,55.6%,38.5%
3,Juan Luis Tati Rascon [ESP],1,2,33.3%,2,0,2,0.0%,1992,1997,0,,,,,,,,,,
3,Alex Calatrava [ESP],1,2,33.3%,0,0,0,-,1992,1997,0,,,,,,,,,,
3,Yevgeny Kafelnikov [RUS],2,1,66.7%,0,0,0,-,1994,1996,3,1.05,2.3%,4.5%,71.6%,58.7%,60.0%,59.1%,43.0%,50.0%,64.7%
2,Ivan Navarro [ESP],1,1,50.0%,1,0,1,0.0%,1999,2001,0,,,,,,,,,,
2,Tomas Zib [CZE],1,1,50.0%,0,0,0,-,1998,2000,1,1.41,15.2%,4.5%,57.6%,71.1%,57.1%,65.2%,49.2%,83.3%,36.4%
2,Thierry Guardiola [FRA],1,1,50.0%,0,0,0,-,1999,1999,0,,,,,,,,,,
2,Emanuel Couto [POR],1,1,50.0%,1,0,1,0.0%,1995,1999,0,,,,,,,,,,
2,Ronald Agenor [USA],2,0,100.0%,0,0,0,-,1996,1999,0,,,,,,,,,,
2,Dirk Dier [GER],2,0,100.0%,2,2,0,100.0%,1996,1999,0,,,,,,,,,,
2,Markus Hantschk [GER],2,0,100.0%,1,0,1,0.0%,1998,1999,0,,,,,,,,,,
2,Daniele Musa [ITA],0,2,0.0%,0,0,0,-,1995,1999,0,,,,,,,,,,
