Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,5,1,4,20.0%,4-10,28.6%,53-72,42.4%,0-2,0.0%,5,60.6%,26.1%,2.4%,8.1%,61.9%,61.8%,39.7%,53.4%,39.4%,46.2%,0.84
Clay,62,22,40,35.5%,62-87,41.6%,683-761,47.3%,6-19,24.0%,61,70.2%,25.4%,1.7%,4.7%,70.3%,63.7%,46.6%,58.6%,38.2%,48.5%,0.92
Carpet,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,77.8%,0.0%,3.2%,16.1%,35.5%,72.7%,52.5%,59.7%,16.7%,40.9%,0.41
Grand Slams,6,2,4,33.3%,10-14,41.7%,104-122,46.0%,1-2,33.3%,6,70.0%,23.7%,2.2%,5.7%,69.6%,64.8%,38.3%,56.8%,36.7%,46.6%,0.85
Masters,15,8,7,53.3%,20-17,54.1%,183-175,51.1%,1-4,20.0%,14,74.7%,30.2%,1.2%,2.8%,75.9%,62.5%,52.5%,60.1%,39.7%,50.0%,0.99
Other Tours,47,13,34,27.7%,36-68,34.6%,456-548,45.4%,4-15,21.1%,47,67.6%,23.8%,1.8%,5.7%,66.7%,63.7%,46.1%,57.9%,37.9%,48.0%,0.90
Best of 5,7,3,4,42.9%,13-15,46.4%,124-140,47.0%,1-2,33.3%,7,70.5%,24.8%,1.9%,5.1%,71.5%,63.8%,40.6%,57.2%,37.1%,46.9%,0.87
Best of 3,61,20,41,32.8%,53-84,38.7%,619-705,46.8%,5-19,20.8%,60,69.2%,25.2%,1.7%,5.1%,68.6%,63.6%,47.0%,58.4%,38.4%,48.5%,0.92
Finals,1,1,0,100.0%,3-1,75.0%,20-18,52.6%,0-0,-,1,73.7%,31.6%,0.0%,0.9%,85.5%,57.4%,75.0%,60.0%,39.3%,49.1%,0.98
Semi-finals,1,1,0,100.0%,2-0,100.0%,13-7,65.0%,0-0,-,1,90.0%,40.0%,5.0%,0.0%,90.0%,66.7%,66.7%,66.7%,43.3%,55.0%,1.30
Quarter-finals,2,1,1,50.0%,3-3,50.0%,30-31,49.2%,0-0,-,2,58.1%,40.0%,1.4%,2.8%,64.2%,55.0%,50.0%,53.2%,45.8%,49.6%,0.98
vs Righties,58,22,36,37.9%,61-82,42.7%,643-717,47.3%,4-16,20.0%,57,68.7%,27.0%,1.7%,4.8%,70.2%,63.1%,46.0%,58.0%,39.0%,48.5%,0.93
vs Lefties,10,1,9,10.0%,5-17,22.7%,100-128,43.9%,2-5,28.6%,10,73.9%,14.0%,1.9%,6.9%,62.8%,67.2%,46.0%,59.3%,32.9%,46.6%,0.81
vs Top 10,6,1,5,16.7%,3-9,25.0%,51-69,42.5%,1-1,50.0%,6,66.7%,16.1%,2.5%,7.0%,68.9%,64.3%,41.6%,57.2%,34.7%,46.3%,0.81
