Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
18-Mar-2026,Miami Masters,Hard,R128,58,57,Kamil Majchrzak [POL] d. Kecmanovic,4-6 6-3 6-1,0.78,6.4%,3.2%,59.6%,55.4%,50.0%,8/13,1:58
10-Mar-2026,Cap Cana CH,Hard,QF,58,91,(8) Adam Walton [AUS] d. (1) Kecmanovic,2-6 7-5 6-2,0.86,8.2%,7.1%,56.1%,60.0%,37.2%,10/16,2:04
10-Mar-2026,Cap Cana CH,Hard,R16,58,126,(1) Kecmanovic d. (Alt) Mackenzie Mcdonald [USA],6-4 7-6(4),1.13,10.8%,1.4%,52.7%,71.8%,54.3%,3/5,1:31
04-Mar-2026,Indian Wells Masters,Hard,R64,58,15,(15) Flavio Cobolli [ITA] d. Kecmanovic,3-6 6-3 6-4,0.93,1.2%,2.3%,52.3%,73.3%,48.8%,9/12,1:57
04-Mar-2026,Indian Wells Masters,Hard,R128,58,55,Kecmanovic d. Daniel Altmaier [GER],6-3 1-0 RET,1.88,21.9%,6.3%,56.3%,88.9%,57.1%,0/0,1:01
23-Feb-2026,Acapulco,Hard,SF,84,20,(5) Flavio Cobolli [ITA] d. Kecmanovic,7-6(5) 3-6 6-4,1.10,7.3%,2.1%,59.4%,73.7%,53.8%,4/8,2:26
23-Feb-2026,Acapulco,Hard,QF,84,63,Kecmanovic d. Terence Atmane [FRA],6-3 6-3,1.89,10.4%,0.0%,60.4%,79.3%,68.4%,0/1,1:30
23-Feb-2026,Acapulco,Hard,R16,84,4,Kecmanovic d. (1) Alexander Zverev [GER],6-3 6-7(3) 7-6(4),1.08,12.5%,2.9%,66.3%,81.2%,62.9%,2/3,2:35
23-Feb-2026,Acapulco,Hard,R32,84,108,Kecmanovic d. Tristan Schoolkate [AUS],6-2 6-2,1.88,14.3%,4.1%,69.4%,85.3%,46.7%,4/4,1:03
16-Feb-2026,Delray Beach,Hard,R16,83,23,(4) Learner Tien [USA] d. Kecmanovic,6-4 6-7(4) 7-6(5),0.82,10.0%,1.7%,63.3%,71.1%,54.5%,5/8,2:15
16-Feb-2026,Delray Beach,Hard,R32,83,109,Kecmanovic d. Mattia Bellucci [ITA],6-1 6-4,3.29,7.1%,2.4%,64.3%,85.2%,86.7%,0/0,1:02
09-Feb-2026,Dallas,Hard,QF,66,9,(2) Ben Shelton [USA] d. Kecmanovic,5-7 6-3 6-4,0.87,8.2%,2.4%,60.0%,86.3%,47.1%,3/5,1:58
09-Feb-2026,Dallas,Hard,R16,66,24,Kecmanovic d. (5) Tommy Paul [USA],5-7 6-4 6-4,1.18,6.7%,2.2%,71.9%,76.6%,56.0%,4/6,2:00
09-Feb-2026,Dallas,Hard,R32,66,144,Kecmanovic d. (Q) Sho Shimabukuro [JPN],6-7(3) 6-3 7-6(3),1.22,6.4%,1.1%,68.1%,76.6%,80.0%,1/2,2:04
02-Feb-2026,Montpellier,Hard,R32,69,100,Pablo Carreno Busta [ESP] d. Kecmanovic,4-6 6-3 7-6(4),1.15,17.2%,4.6%,58.6%,88.2%,36.1%,4/7,2:07
19-Jan-2026,Australian Open,Hard,R128,60,62,Tomas Martin Etcheverry [ARG] d. Kecmanovic,6-2 3-6 4-6 6-3 6-4,0.62,4.9%,2.4%,62.8%,69.9%,49.2%,13/17,3:54
12-Jan-2026,Adelaide,Hard,R32,59,32,(5) Valentin Vacherot [MON] d. Kecmanovic,7-6(5) 6-4,1.05,6.0%,4.5%,68.7%,69.6%,52.4%,1/4,1:36
05-Jan-2026,Hong Kong,Hard,R32,51,52,(7) Alexandre Muller [FRA] d. Kecmanovic,7-5 6-4,0.76,11.3%,0.0%,69.4%,69.8%,36.8%,0/4,1:17
