Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Musetti,102.8,113.4,7.1,114.4,109.3,129,97,89.4,5.4,91.2,91.1,107,77
2024 US Open R128,W vs Nishioka,103.9,109.0,9.7,112.3,108.6,126,62,94.8,4.3,95.1,94.3,103,77
2024 Wimbledon R32,L vs Sinner,111.5,117.4,4.9,119.6,113.5,126,106,101.0,4.0,104.3,,109,94
2023 US Open R128,L vs Varillas,98.6,109.6,8.1,113.6,106.4,128,89,85.0,5.7,87.5,88.3,99,75
2022 US Open R64,L vs Gasquet,101.0,107.8,7.5,111.4,103.9,122,87,88.7,5.5,87.7,88.8,100,79
2022 US Open R128,W vs Tien,101.8,109.8,8.4,112.3,106.6,123,82,87.4,7.1,83.7,82.8,98,71
2022 Wimbledon R32,L vs Djokovic,108.6,114.0,7.2,119.6,113.9,127,101,97.0,6.8,101.0,99.0,110,83
2021 US Open R128,L vs Rinderknech,104.7,114.9,6.0,117.3,111.4,127,98,89.8,7.4,93.5,90.7,105,75
2019 Roland Garros R64,L vs Goffin,107.4,112.9,7.0,,,125,91,92.7,6.5,,,105,78
Career (9 matches),,104.0,112.0,7.4,114.9,109.2,129,62,90.8,5.9,92.0,90.1,110,71
