Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R128,L vs Etcheverry,62.5%,30.7%,1.7%,2/0,2.25,0.8%,54.4%,25.6%,2.5%,2.20,1.4%,88.9%,37.5%,0.0%,2.33,0.0%
2025 Wimbledon R32,L vs Djokovic,62.3%,32.6%,8.7%,5/1,2.35,11.1%,61.2%,30.0%,6.1%,2.37,17.8%,76.5%,38.5%,17.6%,2.33,0.0%
2025 Rome R128,L vs Griekspoor,57.5%,50.0%,5.5%,4/0,2.22,1.8%,48.1%,42.3%,1.9%,2.18,2.6%,88.9%,62.5%,16.7%,2.31,0.0%
2025 Miami R64,L vs Ruud,77.8%,42.9%,3.0%,3/0,2.10,3.2%,74.3%,34.5%,2.7%,1.94,5.1%,88.0%,63.6%,4.0%,2.38,0.0%
2025 Indian Wells R128,L vs Griekspoor,68.7%,35.3%,8.1%,5/3,2.12,17.2%,64.4%,34.2%,1.7%,2.07,25.0%,88.2%,36.7%,20.6%,2.18,7.1%
2025 Delray Beach F,W vs Davidovich Fokina,77.6%,51.5%,5.9%,2/3,2.41,6.3%,74.5%,51.2%,1.8%,2.55,9.8%,89.3%,52.0%,14.3%,2.15,0.0%
2025 Australian Open R32,L vs Rune,65.2%,50.5%,6.3%,8/2,2.26,9.4%,58.9%,39.3%,3.2%,2.31,15.0%,81.0%,63.8%,12.1%,2.19,0.0%
2025 Australian Open R64,W vs Hurkacz,54.9%,53.3%,3.7%,2/1,2.01,16.9%,50.9%,44.4%,3.8%,2.18,29.4%,78.3%,66.7%,4.3%,1.84,3.2%
2024 US Open R64,L vs Musetti,62.7%,54.2%,3.3%,4/1,2.44,36.4%,63.0%,52.4%,1.0%,2.33,67.7%,75.0%,57.6%,9.1%,2.57,1.8%
2024 Wimbledon R32,L vs Sinner,56.5%,33.3%,4.3%,2/1,1.94,5.5%,52.4%,27.3%,4.8%,1.89,6.5%,68.0%,41.2%,4.0%,2.00,4.2%
2024 Eastbourne R16,W vs Baez,81.3%,51.3%,4.2%,2/0,-,30.3%,85.3%,51.7%,2.9%,-,52.6%,83.3%,50.0%,8.3%,-,0.0%
2024 Rome R64,W vs Ruud,75.6%,48.5%,2.2%,2/0,2.24,0.0%,75.5%,48.6%,0.0%,2.02,0.0%,86.1%,48.4%,5.6%,2.48,0.0%
2024 Monte Carlo R64,W vs Berrettini,83.0%,64.1%,2.1%,1/0,-,18.4%,78.8%,65.4%,0.0%,-,35.0%,100.0%,61.5%,7.7%,-,0.0%
2024 Australian Open R16,L vs Alcaraz,72.5%,32.0%,5.8%,4/0,2.33,1.6%,70.2%,24.2%,2.1%,2.21,2.6%,77.3%,47.1%,13.6%,2.52,0.0%
2024 Australian Open R32,W vs Paul,73.5%,56.6%,4.3%,4/4,2.22,8.6%,63.9%,56.5%,0.0%,2.04,14.5%,89.3%,56.7%,10.7%,2.43,2.0%
2023 Canada R32,L vs Hurkacz,51.2%,52.4%,3.7%,0/3,2.45,9.6%,43.6%,41.7%,0.0%,2.35,17.9%,72.0%,66.7%,12.0%,2.57,0.0%
2023 s Hertogenbosch R32,L vs Raonic,42.1%,33.3%,10.5%,5/1,2.45,5.9%,37.8%,21.4%,5.4%,2.36,9.4%,76.9%,50.0%,30.8%,2.61,0.0%
2023 Banja Luka QF,W vs Lehecka,87.7%,66.0%,3.5%,1/1,-,3.4%,84.4%,66.7%,3.1%,-,2.5%,100.0%,65.2%,4.3%,-,5.3%
2023 Monte Carlo R64,L vs Musetti,61.0%,36.1%,0.0%,0/0,2.15,18.4%,59.5%,31.8%,0.0%,2.23,30.0%,70.0%,42.9%,0.0%,2.03,0.0%
2023 Estoril F,L vs Ruud,74.2%,30.6%,3.0%,2/0,2.30,1.8%,66.7%,25.0%,0.0%,2.39,3.0%,89.3%,36.0%,7.1%,2.16,0.0%
Career (57 matches),,66.4%,46.2%,4.2%,58.5%,2.26,10.6%,61.6%,41.7%,2.3%,2.24,17.0%,84.1%,52.7%,8.4%,2.31,1.6%
