Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,21,12,9,57.1%,13,7,6,53.8%,2018,2026,R16,21,0.96,5.2%,2.3%,60.7%,70.7%,54.8%,64.5%,34.2%,66.5%,40.4%
Roland Garros,8,Clay,15,7,8,46.7%,9,1,8,11.1%,2018,2025,R32,13,1.03,3.0%,1.7%,61.6%,65.1%,51.5%,59.9%,41.2%,52.1%,35.0%
Wimbledon,7,Grass,15,8,7,53.3%,7,6,1,85.7%,2018,2025,R32,14,0.99,5.4%,2.6%,63.4%,71.0%,50.6%,63.5%,36.1%,56.3%,32.1%
US Open,8,Hard,13,5,8,38.5%,9,3,6,33.3%,2018,2025,R64,13,1.03,7.0%,4.0%,58.0%,72.4%,52.1%,63.9%,37.2%,63.4%,42.0%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2021,2021,R32,0,,,,,,,,,,
Davis Cup,5,,12,7,5,58.3%,8,2,6,25.0%,2021,2025,,4,1.16,5.6%,1.5%,67.4%,71.7%,59.5%,67.7%,37.5%,52.9%,30.6%
Miami Masters,9,Hard,18,9,9,50.0%,11,4,7,36.4%,2017,2026,QF,18,1.02,5.6%,2.5%,63.9%,70.6%,51.9%,63.8%,37.0%,70.5%,37.7%
Indian Wells Masters,7,Hard,17,9,8,52.9%,12,5,7,41.7%,2019,2026,QF,17,1.09,5.0%,2.8%,59.4%,73.4%,59.6%,67.8%,35.0%,64.2%,39.1%
Acapulco,6,Hard,13,7,6,53.8%,4,2,2,50.0%,2020,2026,SF,13,1.09,5.7%,2.8%,61.8%,71.3%,54.3%,64.8%,38.5%,50.6%,50.0%
Delray Beach,5,Hard,14,10,4,71.4%,7,4,3,57.1%,2020,2026,W,13,1.11,9.6%,1.9%,62.4%,74.6%,56.5%,67.8%,35.9%,56.4%,46.4%
Dallas,3,Hard,5,2,3,40.0%,4,2,2,50.0%,2023,2026,QF,5,1.03,8.1%,2.5%,65.8%,77.2%,58.2%,70.7%,30.1%,61.5%,41.7%
Adelaide,3,Hard,7,4,3,57.1%,5,1,4,20.0%,2024,2026,SF,7,1.25,8.1%,3.7%,65.1%,75.2%,55.0%,68.1%,39.7%,44.4%,36.4%
