Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Lorenzo Sonego [ITA],3,6,33.3%,8,1,7,12.5%,2017,2025,7,0.88,2.0%,3.1%,58.0%,71.8%,59.5%,66.7%,29.3%,76.2%,34.4%
7,Casper Ruud [NOR],3,4,42.9%,1,0,1,0.0%,2019,2025,7,0.89,5.1%,1.3%,61.0%,71.4%,44.1%,60.8%,35.0%,47.4%,30.2%
7,Ugo Humbert [FRA],4,3,57.1%,5,1,4,20.0%,2019,2023,6,1.07,6.7%,2.2%,64.3%,72.1%,56.0%,66.3%,36.0%,76.9%,38.1%
6,Kamil Majchrzak [POL],4,2,66.7%,4,4,0,100.0%,2018,2026,5,1.04,8.3%,4.6%,57.6%,70.7%,51.4%,62.5%,39.1%,58.8%,25.5%
6,Tommy Paul [USA],4,2,66.7%,5,3,2,60.0%,2020,2026,6,1.07,4.7%,0.7%,63.4%,73.3%,52.8%,65.8%,36.6%,66.7%,34.6%
6,Frances Tiafoe [USA],1,5,16.7%,4,0,4,0.0%,2018,2025,6,0.82,3.7%,3.3%,54.1%,65.5%,51.7%,59.2%,33.7%,70.7%,34.6%
6,Yoshihito Nishioka [JPN],3,3,50.0%,2,2,0,100.0%,2019,2024,6,0.98,8.0%,3.2%,59.7%,67.5%,48.1%,59.7%,39.5%,44.9%,43.6%
6,Denis Shapovalov [CAN],0,6,0.0%,3,2,1,66.7%,2016,2025,5,0.77,2.0%,3.3%,64.2%,64.8%,49.6%,59.4%,31.3%,55.3%,32.0%
6,Roberto Bautista Agut [ESP],0,6,0.0%,6,2,4,33.3%,2019,2024,5,0.83,6.5%,2.4%,63.0%,71.1%,45.5%,61.6%,31.8%,60.8%,32.0%
6,Jordan Thompson [AUS],6,0,100.0%,3,2,1,66.7%,2018,2022,6,1.63,6.9%,3.2%,59.8%,80.3%,65.7%,74.4%,41.6%,90.0%,40.0%
5,Mackenzie Mcdonald [USA],3,2,60.0%,2,1,1,50.0%,2015,2026,3,1.39,7.5%,4.6%,55.7%,74.2%,53.2%,64.9%,48.6%,61.5%,54.2%
5,Tallon Griekspoor [NED],1,4,20.0%,6,4,2,66.7%,2024,2025,5,0.94,6.3%,4.0%,63.2%,75.2%,50.8%,66.2%,31.8%,52.9%,26.7%
5,Marcos Giron [USA],3,2,60.0%,7,4,3,57.1%,2019,2025,5,1.01,6.6%,2.8%,57.8%,72.3%,55.5%,65.2%,35.3%,62.9%,37.5%
5,Alexei Popyrin [AUS],3,2,60.0%,3,2,1,66.7%,2018,2024,5,1.00,4.3%,4.6%,51.6%,71.5%,58.3%,65.1%,34.8%,60.7%,32.1%
5,Diego Schwartzman [ARG],1,4,20.0%,1,0,1,0.0%,2020,2024,5,0.86,1.6%,2.9%,62.7%,56.6%,43.6%,51.7%,41.3%,53.2%,40.0%
