Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Australian Open R128,L vs Etcheverry,23.2%,30.5%,52.5%,27.6%,31.7%,37.5%,54.9%,38.7%,56.0%,22.2%,23.1%,8.9%,19.6%,49.0%,-26
2025 Wimbledon R32,L vs Djokovic,18.0%,29.2%,40.3%,25.7%,22.4%,37.9%,44.4%,34.3%,60.7%,30.0%,50.0%,10.0%,13.3%,33.3%,-30
2025 Rome R128,L vs Griekspoor,14.1%,18.3%,47.3%,19.7%,17.0%,21.3%,51.3%,25.5%,20.0%,55.6%,50.0%,11.1%,16.7%,37.5%,-26
2025 Miami R64,L vs Ruud,22.2%,35.8%,60.3%,32.8%,23.5%,43.1%,64.1%,40.4%,61.5%,56.0%,100.0%,20.0%,23.3%,54.2%,-79
2025 Indian Wells R128,L vs Griekspoor,28.0%,38.7%,56.3%,34.8%,34.5%,49.1%,66.7%,46.2%,60.9%,28.1%,0.0%,20.0%,25.7%,42.9%,40
2025 Delray Beach F,W vs Davidovich Fokina,27.3%,35.2%,51.6%,34.8%,30.5%,40.7%,53.7%,41.7%,68.8%,44.4%,100.0%,20.7%,24.1%,47.8%,-79
2025 Australian Open R32,L vs Rune,31.5%,43.6%,47.9%,37.2%,36.8%,48.4%,51.7%,45.8%,48.9%,38.0%,42.9%,25.0%,39.6%,41.7%,89
2025 Australian Open R64,W vs Hurkacz,22.6%,38.1%,66.2%,31.9%,30.6%,55.1%,67.6%,46.5%,35.0%,58.6%,100.0%,11.4%,14.3%,64.5%,-79
2024 US Open R64,L vs Musetti,17.8%,33.8%,55.4%,25.9%,22.9%,44.6%,62.5%,38.1%,27.3%,36.0%,16.7%,13.6%,24.2%,47.4%,16
2024 Wimbledon R32,L vs Sinner,20.0%,38.6%,47.3%,31.3%,29.5%,54.5%,61.3%,47.5%,44.4%,46.2%,0.0%,4.0%,12.0%,29.2%,-76
2024 Eastbourne R16,W vs Baez,40.0%,45.5%,45.5%,44.9%,48.6%,56.8%,42.1%,55.9%,26.3%,27.8%,0.0%,22.2%,22.2%,50.0%,-79
2024 Rome R64,W vs Ruud,24.4%,25.6%,41.4%,25.8%,34.8%,37.0%,43.3%,37.2%,40.0%,84.6%,100.0%,9.7%,9.7%,39.3%,-32
2024 Monte Carlo R64,W vs Berrettini,25.5%,41.2%,55.3%,33.5%,33.3%,56.7%,70.0%,47.0%,28.6%,75.0%,100.0%,14.3%,19.0%,38.9%,-79
2024 Australian Open R16,L vs Alcaraz,26.2%,29.8%,41.0%,30.8%,29.6%,35.2%,42.1%,36.9%,53.8%,39.3%,40.0%,20.7%,20.7%,39.1%,-29
2024 Australian Open R32,W vs Paul,26.1%,33.8%,48.6%,31.1%,36.8%,44.8%,52.7%,44.9%,52.5%,19.1%,0.0%,9.1%,16.4%,44.0%,-79
2023 Canada R32,L vs Hurkacz,10.3%,23.0%,57.5%,16.3%,13.3%,31.1%,59.0%,24.9%,68.4%,50.0%,100.0%,8.1%,16.2%,55.9%,-39
2023 s Hertogenbosch R32,L vs Raonic,28.4%,37.8%,42.3%,35.7%,32.7%,44.9%,48.5%,43.7%,28.6%,28.6%,42.9%,20.8%,25.0%,31.6%,-19
2023 Banja Luka QF,W vs Lehecka,16.4%,17.8%,49.2%,18.8%,18.4%,20.4%,42.5%,21.8%,45.0%,27.6%,14.3%,13.6%,13.6%,63.2%,19
2023 Monte Carlo R64,L vs Musetti,9.3%,25.9%,46.9%,17.8%,11.8%,35.3%,46.7%,25.3%,75.0%,44.4%,100.0%,5.0%,10.0%,47.4%,-79
2023 Estoril F,L vs Ruud,17.6%,25.0%,54.5%,24.0%,23.3%,34.9%,66.7%,33.3%,50.0%,69.6%,75.0%,8.3%,8.3%,36.4%,-30
Career (57 matches),,23.8%,33.4%,52.3%,30.0%,29.6%,42.1%,55.6%,39.7%,43.8%,41.6%,41.5%,15.3%,20.9%,47.5%,10
