Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,4,1,3,25.0%,3-7,30.0%,33-56,37.1%,0-0,-,4,54.5%,20.0%,6.8%,8.4%,56.2%,62.4%,37.0%,51.3%,35.0%,43.6%,0.72,R16 (Monterrey)
2013,4,2,2,50.0%,5-4,55.6%,37-32,53.6%,0-0,-,1,-,-,5.8%,5.8%,42.3%,68.2%,33.3%,48.1%,27.7%,38.4%,0.53,
2012,23,7,16,30.4%,16-31,34.0%,197-247,44.4%,1-0,100.0%,22,-,-,3.7%,7.0%,54.3%,64.7%,43.0%,54.8%,39.1%,47.1%,0.87,SF (Monterrey)
2011,34,18,16,52.9%,38-35,52.1%,325-343,48.7%,5-1,83.3%,30,-,-,3.5%,5.5%,58.5%,61.3%,44.1%,54.2%,43.3%,48.8%,0.94,W (Auckland)
2010,18,7,11,38.9%,16-26,38.1%,171-220,43.7%,1-1,50.0%,17,-,-,5.0%,5.8%,59.6%,60.2%,45.5%,54.3%,38.5%,46.5%,0.84,SF (Warsaw)
2009,7,1,6,14.3%,5-12,29.4%,73-91,44.5%,1-1,50.0%,5,-,-,2.5%,6.1%,65.6%,62.5%,41.2%,55.2%,43.2%,49.0%,0.96,R16 (Acapulco)
2008,16,10,6,62.5%,22-13,62.9%,174-147,54.2%,1-3,25.0%,10,-,-,4.0%,6.8%,58.0%,65.3%,39.5%,54.5%,45.9%,50.1%,1.01,SF (2x)
2007,13,6,7,46.2%,15-17,46.9%,150-151,49.8%,3-2,60.0%,9,-,-,3.8%,5.2%,60.7%,62.3%,43.0%,54.7%,47.5%,50.9%,1.05,W (Estoril)
2006,2,1,1,50.0%,2-2,50.0%,17-18,48.6%,0-0,-,0,,,,,,,,,,,,R16 (Quebec City)
2003,2,0,2,0.0%,1-4,20.0%,11-25,30.6%,0-0,-,0,,,,,,,,,,,,R32 (Paris)
2002,20,7,13,35.0%,17-28,37.8%,186-225,45.3%,0-3,0.0%,0,,,,,,,,,,,,R16 (Paris)
2001,12,4,8,33.3%,11-17,39.3%,115-139,45.3%,1-1,50.0%,0,,,,,,,,,,,,QF (Basle)
2000,5,0,5,0.0%,2-9,18.2%,41-63,39.4%,0-2,0.0%,0,,,,,,,,,,,,R32 (3x)
Career,160,64,96,40.0%,153-205,42.7%,1530-1757,46.5%,13-14,48.1%,98,54.5%,20.0%,4.0%,6.1%,58.1%,62.5%,42.9%,54.3%,41.9%,48.1%,0.92,
