Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,2,1,1,50.0%,2-2,50.0%,18-17,51.4%,0-0,-,0,,,,,,,,,,,,R16 (W25 Macon)
2019,14,5,9,35.7%,13-17,43.3%,114-136,45.6%,1-0,100.0%,0,,,,,,,,,,,,SF (W25 Chiswick)
2018,11,6,5,54.5%,13-13,50.0%,122-119,50.6%,1-2,33.3%,1,70.0%,0.0%,3.3%,3.3%,57.4%,68.6%,46.2%,59.0%,29.2%,43.7%,0.71,SF (2x)
2017,20,14,6,70.0%,30-15,66.7%,228-175,56.6%,4-2,66.7%,0,,,,,,,,,,,,W (Saguenay $60K)
2013,3,2,1,66.7%,4-2,66.7%,31-21,59.6%,0-0,-,0,,,,,,,,,,,,QF (Civitavecchia 25K)
2012,4,2,2,50.0%,5-4,55.6%,44-42,51.2%,1-0,100.0%,0,,,,,,,,,,,,QF (Monteroni D'Arbia 25K)
2010,10,4,6,40.0%,9-13,40.9%,105-108,49.3%,1-1,50.0%,0,,,,,,,,,,,,R16 (4x)
2009,13,7,6,53.8%,15-13,53.6%,140-124,53.0%,3-4,42.9%,0,,,,,,,,,,,,QF (2x)
2007,10,7,3,70.0%,15-7,68.2%,117-79,59.7%,0-1,0.0%,0,,,,,,,,,,,,F (Pelham AL 25K)
2006,30,16,14,53.3%,34-32,51.5%,308-299,50.7%,4-1,80.0%,0,,,,,,,,,,,,W (Fort Walton Beach FL 25K)
2005,27,17,10,63.0%,37-23,61.7%,285-236,54.7%,2-3,40.0%,0,,,,,,,,,,,,F (2x)
2004,23,16,7,69.6%,35-17,67.3%,271-221,55.1%,5-2,71.4%,0,,,,,,,,,,,,W (Bad Saulgau 10K)
2003,9,2,7,22.2%,6-15,28.6%,71-112,38.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2001,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2000,14,6,8,42.9%,16-17,48.5%,147-149,49.7%,0-2,0.0%,0,,,,,,,,,,,,SF (Ljubljana 25K)
1999,36,22,14,61.1%,46-28,62.2%,360-279,56.3%,2-2,50.0%,0,,,,,,,,,,,,W (Glasgow 10K)
1998,32,20,12,62.5%,38-27,58.5%,311-254,55.0%,4-1,80.0%,0,,,,,,,,,,,,SF (5x)
1997,16,10,6,62.5%,18-14,56.3%,145-134,52.0%,1-0,100.0%,0,,,,,,,,,,,,W (Stockholm 10K)
1996,9,4,5,44.4%,9-11,45.0%,77-88,46.7%,0-0,-,0,,,,,,,,,,,,QF (Vaihingen 25K)
1995,4,0,4,0.0%,2-8,20.0%,39-57,40.6%,0-0,-,0,,,,,,,,,,,,QF (2x)
1994,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,QF (ITF Bratislava)
Career,290,161,129,55.5%,347-284,55.0%,2948-2687,52.3%,29-23,55.8%,1,70.0%,0.0%,3.3%,3.3%,57.4%,68.6%,46.2%,59.0%,29.2%,43.7%,0.71,
