Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,0.0%,28.6%,0.0%,7.5%,52.5%,38.1%,10.5%,25.0%,39.0%,32.1%,0.52,R32 (Merida)
2022,2,1,1,50.0%,2-2,50.0%,20-21,48.8%,0-1,0.0%,2,75.0%,25.0%,0.0%,5.6%,64.5%,61.3%,50.0%,57.3%,37.5%,47.2%,0.88,R16 (Granby)
Career,3,1,2,33.3%,2-4,33.3%,22-33,40.0%,0-1,0.0%,3,55.6%,25.9%,0.0%,6.1%,61.6%,56.4%,38.1%,49.4%,37.9%,43.5%,0.75,
