Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,2,0,2,0.0%,2026,2026,Q1,1,0.92,0.0%,5.6%,57.0%,59.0%,45.7%,53.3%,43.0%,61.5%,55.6%
US Open,1,Hard,2,1,1,50.0%,0,0,0,-,2025,2025,Q2,2,0.99,5.1%,3.6%,58.4%,62.5%,52.6%,58.4%,41.4%,46.7%,50.0%
