Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Guangzhou QF,W vs Seidel,54% (7/13),86% (6/7),1/3,38% (5/13),40% (2/5),3/4,0/0,1/1,0/0,0/0
2023 US Open R128,L vs Samsonova,9% (1/11),100% (1/1),1/2,30% (3/10),33% (1/3),0/0,0/0,1/1,0/0,1/1
2023 Warsaw R16,L vs Swiatek,25% (2/8),50% (1/2),0/5,88% (7/8),29% (2/7),0/1,0/0,1/1,0/0,0/0
2023 Wimbledon R128,L vs Tsurenko,57% (8/14),50% (4/8),0/4,50% (7/14),29% (2/7),1/3,0/0,0/1,0/0,0/0
2023 Roland Garros R64,L vs Swiatek,63% (5/8),40% (2/5),1/6,75% (6/8),0% (0/6),1/2,0/0,1/1,0/0,0/0
2023 Roland Garros R128,W vs In Albon,75% (6/8),83% (5/6),0/2,22% (2/9),0% (0/2),4/5,2/2,0/0,1/1,0/0
2023 Miami R64,W vs Grabher,44% (4/9),50% (2/4),0/0,0% (0/10),- (0/0),1/1,1/1,0/0,1/1,0/0
2023 Indian Wells R64,L vs Swiatek,0% (0/7),- (0/0),0/4,100% (6/6),17% (1/6),0/0,0/0,1/2,0/0,1/1
2023 Australian Open R64,L vs Bencic,36% (4/11),100% (4/4),2/5,60% (6/10),17% (1/6),1/4,0/1,1/1,0/0,1/1
2022 Monastir QF,W vs Jabeur,43% (6/14),100% (6/6),2/4,47% (7/15),29% (2/7),2/6,2/2,1/2,1/1,0/0
2022 Tokyo QF,L vs Zheng,27% (3/11),67% (2/3),2/4,55% (6/11),33% (2/6),1/2,0/0,1/1,0/0,0/0
2022 US Open R128,L vs Potapova,22% (2/9),0% (0/2),0/3,38% (3/8),0% (0/3),0/0,0/0,0/0,0/0,0/0
2022 Wimbledon R64,L vs Cornet,33% (3/9),33% (1/3),0/3,44% (4/9),0% (0/4),0/1,0/0,0/1,0/0,0/0
2022 Wimbledon R128,W vs Parrizas Diaz,30% (3/10),100% (3/3),0/1,18% (2/11),50% (1/2),2/2,1/1,1/1,1/1,0/0
2022 Rabat F,L vs Trevisan,71% (5/7),20% (1/5),1/5,88% (7/8),14% (1/7),1/1,0/0,0/1,0/0,0/1
2021 US Open R128,L vs Hsieh,38% (3/8),33% (1/3),0/3,56% (5/9),0% (0/5),0/1,0/0,0/2,0/0,0/1
2021 Wimbledon R64,L vs Rybakina,20% (2/10),50% (1/2),0/3,30% (3/10),0% (0/3),0/1,0/0,2/2,0/0,1/1
2021 Wimbledon R128,W vs Doi,50% (8/16),50% (4/8),0/4,35% (6/17),33% (2/6),3/4,2/4,3/3,1/2,2/2
2019 W60 Landisville PA R32,L vs Frech,33% (4/12),75% (3/4),0/4,45% (5/11),0% (0/5),2/3,1/1,0/1,0/0,0/0
2019 W100 Bonita Springs FL R32,W vs Rogowska,64% (9/14),78% (7/9),2/5,40% (6/15),0% (0/6),3/6,1/1,0/1,1/1,0/0
2025 (1 matches),,53.8%,85.7%,33.3%,38.5%,40.0%,75.0%,-,100.0%,-,-
2023 (8 matches),,39.5%,63.3%,14.3%,49.3%,18.9%,50.0%,75.0%,71.4%,100.0%,100.0%
2022 (6 matches),,36.7%,59.1%,25.0%,46.8%,20.7%,50.0%,100.0%,50.0%,100.0%,0.0%
2021 (3 matches),,38.2%,46.2%,0.0%,38.9%,14.3%,50.0%,50.0%,71.4%,50.0%,75.0%
2019 (9 matches),,58.8%,84.2%,50.0%,53.5%,20.8%,59.5%,62.5%,12.5%,66.7%,25.0%
Career (73 matches),,50.1%,77.1%,37.8%,47.7%,20.6%,61.9%,60.9%,64.4%,75.0%,66.7%
