Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Guangzhou QF,W vs Seidel,83% (10/12),55% (6/11),2/3,1/1,70% (7/10),0/1,0/0,- (0/0),- (0/0)
2023 US Open R128,L vs Samsonova,62% (8/13),100% (1/1),0/0,0/0,33% (1/3),1/3,0/1,60% (3/5),0% (0/5)
2023 Warsaw R16,L vs Swiatek,60% (3/5),17% (1/6),0/0,0/0,62% (8/13),0/2,0/1,- (0/0),- (0/0)
2023 Wimbledon R128,L vs Tsurenko,60% (9/15),19% (4/21),1/5,0/0,71% (12/17),0/2,0/1,- (0/0),- (0/0)
2023 Roland Garros R64,L vs Swiatek,50% (2/4),20% (2/10),0/0,0/0,25% (2/8),1/3,1/2,- (0/0),- (0/0)
2023 Roland Garros R128,W vs In Albon,88% (7/8),56% (5/9),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2023 Miami R64,W vs Grabher,63% (10/16),50% (2/4),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 Indian Wells R64,L vs Swiatek,17% (1/6),- (0/0),0/0,0/0,44% (4/9),2/4,1/2,- (0/0),- (0/0)
2023 Australian Open R64,L vs Bencic,45% (5/11),100% (4/4),0/2,0/0,50% (5/10),0/2,0/1,40% (2/5),20% (1/5)
2022 Monastir QF,W vs Jabeur,63% (10/16),86% (6/7),2/3,1/1,64% (9/14),4/5,0/0,- (0/0),- (0/0)
2022 Tokyo QF,L vs Zheng,54% (7/13),33% (2/6),0/0,0/0,64% (7/11),1/3,1/2,- (0/0),- (0/0)
2022 US Open R128,L vs Potapova,56% (5/9),0% (0/3),0/0,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2022 Wimbledon R64,L vs Cornet,45% (5/11),14% (1/7),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,W vs Parrizas Diaz,59% (10/17),75% (3/4),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2022 Rabat F,L vs Trevisan,33% (2/6),10% (1/10),0/0,0/0,45% (5/11),4/6,0/1,- (0/0),- (0/0)
2021 US Open R128,L vs Hsieh,33% (4/12),20% (1/5),0/0,0/0,50% (5/10),5/7,5/6,- (0/0),- (0/0)
2021 Wimbledon R64,L vs Rybakina,54% (7/13),33% (1/3),0/0,0/0,0% (0/3),0/2,0/1,- (0/0),- (0/0)
2021 Wimbledon R128,W vs Doi,57% (13/23),27% (4/15),2/5,1/3,75% (12/16),0/1,0/0,- (0/0),- (0/0)
2019 W60 Landisville PA R32,L vs Frech,60% (6/10),50% (3/6),1/1,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2019 W100 Bonita Springs FL R32,W vs Rogowska,64% (9/14),54% (7/13),2/5,1/3,40% (4/10),2/3,0/0,- (0/0),- (0/0)
2025 (1 matches),,83.3%,54.5%,66.7%,100.0%,70.0%,0.0%,-,-,-
2023 (8 matches),,57.7%,34.5%,45.5%,100.0%,51.6%,25.0%,25.0%,50.0%,10.0%
2022 (6 matches),,54.2%,35.1%,80.0%,100.0%,54.0%,50.0%,20.0%,-,-
2021 (3 matches),,50.0%,26.1%,40.0%,33.3%,58.6%,50.0%,71.4%,-,-
2019 (9 matches),,58.2%,53.3%,55.6%,57.1%,48.1%,40.0%,44.4%,35.7%,7.7%
Career (73 matches),,58.1%,47.4%,55.0%,63.6%,51.1%,41.3%,43.3%,46.8%,38.9%
