Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Guangzhou QF,W vs Seidel,3.3,3.7,2.9,52.5%,59.6%,53.3%,33.3%,65.9%,5.3%,10.0,7.2,4.5,6.5
2023 Warsaw R16,L vs Swiatek,4.3,4.2,4.4,33.9%,45.2%,50.0%,55.6%,53.8%,10.2%,-13.0,-11.7,-3.0,-3.5
2023 Roland Garros R64,L vs Swiatek,4.1,4.0,4.1,45.1%,42.1%,30.8%,0.0%,49.4%,2.3%,-9.5,-11.4,-6.5,-7.7
2023 Roland Garros R128,W vs In Albon,5.5,5.3,5.6,55.0%,62.5%,70.6%,64.7%,37.4%,4.1%,7.0,8.5,13.5,9.8
2023 Miami R64,W vs Grabher,2.9,2.9,2.9,55.6%,52.4%,42.9%,50.0%,40.2%,7.8%,5.5,14.9,5.0,8.5
2023 Indian Wells R64,L vs Swiatek,4.0,4.4,3.7,31.8%,37.5%,33.3%,0.0%,54.7%,8.1%,-11.0,-16.2,-3.0,-5.5
2023 Australian Open R64,L vs Bencic,4.1,3.8,4.4,45.1%,54.1%,46.2%,25.0%,53.8%,7.3%,-1.5,-1.2,1.5,1.5
2022 Monastir QF,W vs Jabeur,3.6,4.1,2.9,56.9%,49.1%,60.0%,16.7%,59.2%,6.6%,-8.5,-5.9,8.5,8.6
2022 Tokyo QF,L vs Zheng,3.9,4.3,3.5,49.5%,46.7%,33.3%,46.7%,44.7%,6.9%,-0.5,-0.5,-1.5,-1.3
2022 Rabat F,L vs Trevisan,4.5,4.9,4.2,42.9%,44.4%,17.6%,41.7%,39.7%,2.9%,-10.5,-11.8,-5.0,-3.8
2018 Bucharest R16,L vs Martic,4.7,4.6,4.7,47.4%,49.2%,32.1%,50.0%,57.0%,9.4%,0.5,0.2,5.0,3.0
2018 Wimbledon R64,W vs Kerber,4.4,4.5,4.2,42.9%,48.4%,47.6%,50.0%,41.5%,5.4%,-5.5,-4.5,-0.5,-0.3
2017 Stanford R32,L vs Gibbs,5.1,5.5,4.8,41.7%,51.6%,53.3%,51.9%,59.7%,6.4%,-13.5,-5.6,3.5,2.2
Last 52 Weeks (1 matches),,3.3,3.7,2.9,52.5%,59.6%,53.3%,33.3%,65.9%,5.3%,10.0,7.2,4.5,6.5
Career (13 matches),,4.2,4.3,4.0,47.2%,49.6%,44.9%,44.0%,51.5%,6.3%,-3.9,-3.3,1.7,1.5
