Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Guangzhou QF,W vs Seidel,70.0%,60.7%,1.3%,1/0,2.52,20.7%,69.2%,52.8%,1.9%,2.46,27.9%,83.3%,75.0%,0.0%,2.68,0.0%
2023 Warsaw R16,L vs Swiatek,80.7%,43.5%,12.3%,1/6,2.50,2.1%,78.9%,33.3%,2.6%,2.46,3.6%,84.2%,62.5%,31.6%,2.55,0.0%
2023 Roland Garros R64,L vs Swiatek,82.8%,45.8%,12.1%,2/5,2.58,4.9%,81.3%,42.3%,6.3%,2.63,8.3%,91.7%,50.0%,20.8%,2.51,0.0%
2023 Roland Garros R128,W vs In Albon,76.5%,64.1%,2.0%,1/0,2.44,2.4%,77.8%,57.1%,2.8%,2.36,3.3%,84.6%,81.8%,0.0%,2.68,0.0%
2023 Miami R64,W vs Grabher,66.7%,38.2%,15.7%,8/0,2.50,11.8%,68.8%,27.3%,6.3%,2.62,20.0%,85.7%,58.3%,42.9%,2.34,0.0%
2023 Indian Wells R64,L vs Swiatek,63.4%,30.8%,4.9%,2/0,2.70,0.0%,71.4%,30.0%,3.6%,2.56,0.0%,75.0%,33.3%,12.5%,2.90,0.0%
2023 Australian Open R64,L vs Bencic,72.2%,53.8%,6.9%,2/3,2.29,13.7%,71.7%,39.4%,6.5%,2.16,13.5%,79.2%,78.9%,8.3%,2.64,14.3%
2022 Monastir QF,W vs Jabeur,67.7%,60.3%,4.3%,2/2,2.34,21.3%,66.7%,53.1%,6.3%,2.39,34.0%,81.6%,67.7%,2.6%,2.25,0.0%
2022 Tokyo QF,L vs Zheng,59.4%,53.7%,5.8%,0/4,2.85,5.1%,53.8%,33.3%,0.0%,2.88,8.6%,74.1%,75.0%,14.8%,2.81,0.0%
2022 Rabat F,L vs Trevisan,77.1%,48.1%,1.4%,1/0,2.41,2.3%,82.6%,44.7%,2.2%,2.55,3.6%,76.2%,56.3%,0.0%,2.16,0.0%
2018 Bucharest R16,L vs Martic,80.2%,55.9%,1.7%,2/0,2.10,3.8%,83.1%,56.5%,0.0%,2.13,5.2%,82.8%,54.2%,6.9%,2.01,0.0%
2018 Wimbledon R64,W vs Kerber,74.2%,51.5%,1.1%,0/1,2.40,1.3%,72.6%,48.9%,1.6%,2.46,1.9%,84.0%,57.1%,0.0%,2.30,0.0%
2017 Stanford R32,L vs Gibbs,84.0%,53.6%,9.0%,6/3,2.64,5.5%,91.5%,47.7%,8.5%,2.65,9.8%,76.0%,73.7%,12.0%,2.62,0.0%
Last 52 Weeks (1 matches),,70.0%,60.7%,1.3%,100.0%,2.52,20.7%,69.2%,52.8%,1.9%,2.46,27.9%,83.3%,75.0%,0.0%,2.68,0.0%
Career (13 matches),,74.1%,52.3%,5.5%,53.8%,2.47,7.7%,75.9%,46.0%,3.6%,2.46,11.6%,81.4%,64.6%,10.3%,2.48,0.8%
