Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,67,24,43,35.8%,58-95,37.9%,647-785,45.2%,5-12,29.4%,67,59.5%,31.1%,3.6%,4.0%,64.6%,60.0%,42.7%,53.9%,41.9%,48.0%,0.91
Clay,25,13,12,52.0%,29-30,49.2%,268-286,48.4%,4-3,57.1%,25,59.3%,37.1%,3.4%,4.7%,63.4%,60.2%,43.0%,53.9%,45.1%,49.6%,0.98
Grass,9,3,6,33.3%,9-14,39.1%,104-117,47.1%,0-1,0.0%,9,68.5%,26.4%,4.1%,4.5%,65.4%,66.2%,42.4%,58.0%,39.6%,48.7%,0.94
Grand Slams,22,6,16,27.3%,15-35,30.0%,204-270,43.0%,1-5,16.7%,22,58.5%,27.9%,3.2%,4.5%,65.2%,61.9%,38.8%,53.8%,40.1%,47.0%,0.87
Premiers,23,8,15,34.8%,23-33,41.1%,247-282,46.7%,2-5,28.6%,23,63.5%,30.1%,3.8%,3.8%,63.6%,62.7%,42.3%,55.3%,42.1%,48.8%,0.94
Internationals,37,18,19,48.6%,41-46,47.1%,397-431,47.9%,5-4,55.6%,37,59.8%,36.1%,3.6%,3.6%,63.9%,59.4%,44.5%,54.0%,44.1%,49.1%,0.96
Finals,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,25.0%,14.3%,2.0%,3.9%,60.8%,38.7%,35.0%,37.3%,41.4%,39.7%,0.66
Semi-finals,3,0,3,0.0%,0-6,0.0%,21-39,35.0%,0-2,0.0%,3,48.3%,24.1%,3.5%,3.1%,61.8%,51.1%,40.2%,46.9%,38.6%,43.2%,0.73
Quarter-finals,6,4,2,66.7%,9-6,60.0%,75-66,53.2%,0-0,-,6,68.1%,37.7%,5.0%,3.2%,64.3%,62.9%,47.8%,57.5%,45.8%,51.8%,1.08
vs Righties,88,34,54,38.6%,81-121,40.1%,872-1023,46.0%,8-15,34.8%,88,59.9%,32.1%,3.5%,4.4%,64.5%,60.6%,42.3%,54.1%,42.5%,48.4%,0.93
vs Lefties,12,5,7,41.7%,13-18,41.9%,135-159,45.9%,1-1,50.0%,12,60.5%,32.4%,4.0%,3.5%,64.0%,60.2%,44.8%,54.7%,42.2%,48.4%,0.93
vs Top 10,9,1,8,11.1%,5-17,22.7%,74-121,37.9%,0-2,0.0%,9,49.5%,27.1%,1.9%,3.8%,63.4%,56.2%,39.1%,49.9%,39.8%,45.1%,0.80
