Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Guangzhou QF,W vs Seidel,2.7%,50.0%,7.8%,61.5%,18.7%,33.3%,0.0%,8.7%,33.3%,1.8%,25.0%,109,103
2023 Warsaw R16,L vs Swiatek,0.0%,-,3.4%,100.0%,2.4%,6.7%,0.0%,7.7%,22.2%,0.5%,0.0%,-2,-7
2023 Roland Garros R64,L vs Swiatek,0.0%,-,8.4%,77.8%,1.6%,0.0%,0.0%,5.3%,33.3%,1.7%,66.7%,-33,-45
2023 Roland Garros R128,W vs In Albon,4.3%,50.0%,19.4%,78.9%,10.4%,16.7%,0.0%,11.1%,46.7%,1.3%,66.7%,-3,-25
2023 Miami R64,W vs Grabher,1.8%,100.0%,10.8%,83.3%,20.7%,25.0%,0.0%,13.9%,75.0%,0.0%,-,-6,70
2023 Indian Wells R64,L vs Swiatek,0.0%,-,3.6%,66.7%,7.0%,20.0%,0.0%,2.3%,16.7%,0.0%,-,-45,-56
2023 Australian Open R64,L vs Bencic,0.0%,-,11.8%,76.5%,12.5%,26.3%,0.0%,10.3%,42.9%,1.7%,25.0%,72,51
2022 Monastir QF,W vs Jabeur,6.8%,71.4%,20.3%,67.5%,6.3%,6.7%,0.0%,11.3%,50.0%,1.5%,75.0%,70,40
2022 Tokyo QF,L vs Zheng,0.0%,-,4.7%,100.0%,9.0%,30.0%,0.0%,4.1%,16.7%,1.3%,33.3%,-7,-6
2022 Rabat F,L vs Trevisan,2.0%,100.0%,12.4%,73.3%,2.8%,10.0%,0.0%,7.4%,20.0%,1.7%,75.0%,36,6
2018 Bucharest R16,L vs Martic,0.0%,-,15.9%,54.5%,12.8%,9.5%,0.0%,10.9%,30.0%,0.2%,0.0%,37,17
2018 Wimbledon R64,W vs Kerber,1.1%,100.0%,19.1%,65.7%,10.6%,25.8%,9.1%,9.2%,37.0%,0.9%,66.7%,37,-2
2017 Stanford R32,L vs Gibbs,3.9%,75.0%,25.6%,67.3%,6.7%,11.3%,0.0%,9.0%,29.2%,0.5%,0.0%,14,-13
Last 52 Weeks (1 matches),,2.7%,50.0%,7.8%,61.5%,18.7%,33.3%,0.0%,8.7%,33.3%,1.8%,25.0%,109,103
Career (13 matches),,2.0%,72.2%,13.7%,69.5%,9.2%,15.1%,4.5%,8.8%,33.5%,1.0%,46.9%,26,11
