Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2018 Brest CH QF,L vs Travaglia,62% (8/13),9% (1/11),0/0,0/0,71% (5/7),2/4,2/3,40% (2/5),33% (2/6)
2018 Brest CH R16,W vs Moutet,64% (9/14),50% (4/8),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2018 Brest CH R32,W vs Moraing,80% (8/10),44% (4/9),2/4,1/3,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2018 Stockholm Q2,L vs Gulbis,100% (5/5),- (0/0),0/0,0/0,50% (3/6),1/3,0/1,- (0/0),- (0/0)
2018 Stockholm Q1,W vs Nedelko,67% (8/12),57% (4/7),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2018 US Open R128,W vs Cecchinato,68% (17/25),38% (3/8),3/3,1/1,83% (15/18),0/1,0/0,83% (5/6),33% (2/6)
2018 Winston-Salem R64,L vs Berrettini,60% (6/10),0% (0/3),0/0,0/0,82% (14/17),3/5,1/2,- (0/0),- (0/0)
2018 Wimbledon R64,L vs Tiafoe,65% (13/20),50% (2/4),1/1,0/0,14% (1/7),0/3,0/1,- (0/0),- (0/0)
2018 Wimbledon R128,W vs Fucsovics,54% (13/24),41% (7/17),3/11,1/1,70% (7/10),0/0,0/0,- (0/0),- (0/0)
2018 Queen's Club R16,L vs Mannarino,50% (8/16),10% (1/10),0/0,0/0,50% (3/6),0/2,0/1,50% (3/6),20% (1/5)
2018 Queen's Club R32,W vs Berdych,72% (13/18),33% (3/9),2/4,1/3,67% (4/6),1/2,0/0,- (0/0),- (0/0)
2018 Queen's Club Q2,W vs Mcdonald,56% (9/16),40% (4/10),2/4,1/1,80% (4/5),2/2,0/0,- (0/0),- (0/0)
2018 Queen's Club Q1,W vs Bolelli,63% (15/24),29% (2/7),2/3,1/2,60% (3/5),1/2,0/0,83% (5/6),40% (2/5)
2018 Roland Garros R64,L vs Del Potro,73% (8/11),50% (1/2),0/0,0/0,58% (7/12),4/7,1/2,- (0/0),- (0/0)
2018 Roland Garros R128,W vs Mayer,65% (17/26),23% (3/13),3/3,1/1,67% (4/6),1/2,0/0,100% (6/6),20% (1/5)
2018 Madrid R64,L vs Dzumhur,63% (5/8),100% (1/1),0/0,0/0,50% (4/8),2/4,2/3,- (0/0),- (0/0)
2018 Monte Carlo R64,L vs Coric,100% (4/4),33% (1/3),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2018 Indian Wells R128,L vs Chardy,57% (8/14),50% (2/4),0/2,0/0,63% (5/8),3/5,3/4,60% (6/10),30% (3/10)
2018 Marseille QF,L vs Khachanov,50% (7/14),50% (1/2),0/0,0/0,73% (8/11),1/3,1/2,- (0/0),- (0/0)
2018 Marseille R16,W vs Bautista Agut,42% (11/26),25% (1/4),2/2,1/1,89% (8/9),0/0,0/0,80% (8/10),55% (6/11)
2018 (26 matches),,62.4%,35.0%,50.0%,54.2%,62.1%,45.3%,45.8%,70.5%,39.0%
2017 (47 matches),,65.6%,41.5%,58.5%,58.0%,62.7%,43.5%,50.0%,63.3%,34.7%
2016 (37 matches),,69.1%,36.3%,55.2%,60.0%,64.0%,43.4%,29.6%,57.0%,34.7%
2015 (1 matches),,76.2%,40.0%,50.0%,-,37.5%,0.0%,0.0%,-,-
2014 (41 matches),,64.1%,34.8%,50.0%,58.3%,63.2%,43.7%,42.9%,62.5%,30.1%
Career (268 matches),,65.2%,38.9%,55.2%,57.0%,61.6%,46.2%,42.7%,64.4%,35.9%
