Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R128,W vs Cecchinato,107.4,116.4,7.2,122.0,111.7,127,93,96.4,6.8,100.9,89.3,112,83
2017 US Open R128,L vs Goffin,102.6,109.4,7.7,115.1,103.6,123,93,93.1,5.9,95.9,89.2,105,80
2017 Roland Garros R128,L vs Pouille,107.9,116.0,6.2,119.7,111.7,127,101,94.4,6.0,99.1,95.3,106,85
2016 Wimbledon R64,L vs Nishikori,110.7,117.1,6.6,121.9,108.2,128,102,98.8,4.4,105.5,98.3,108,91
2016 Roland Garros R128,L vs Pouille,108.5,117.0,5.0,,,124,93,93.2,6.3,,,105,74
2016 Australian Open R128,L vs Almagro,106.8,114.0,8.5,,,128,88,93.1,7.0,,,105,77
2015 Australian Open R128,L vs Becker,104.9,112.2,8.7,,,124,88,92.5,5.8,,,105,82
2014 US Open R128,L vs Paire,104.0,110.0,8.3,,,128,78,91.7,6.0,,,105,81
2014 Roland Garros R128,L vs Bagnis,102.9,111.1,7.4,,,124,92,90.0,7.9,,,108,62
2014 Australian Open R64,L vs Robredo,106.1,,,,,127,,,,,,,78
2013 US Open R32,L vs Berdych,105.1,,,,,126,,,,,,,77
2013 US Open R64,W vs Chardy,105.9,,,,,129,,,,,,,72
2013 Wimbledon R64,L vs Verdasco,108.4,,,,,124,,,,,,,88
2013 Roland Garros R32,L vs Federer,102.1,,,,,123,,,,,,,78
2013 Roland Garros R64,W vs Kamke,104.8,,,,,128,,,,,,,76
2013 Roland Garros R128,W vs Berankis,104.0,,,,,126,,,,,,,75
2013 Australian Open R32,L vs Tipsarevic,100.9,,,,,123,,,,,,,78
2013 Australian Open R64,W vs Roger Vasselin,100.8,,,,,125,,,,,,,70
2012 US Open R32,L vs Djokovic,103.9,,,,,125,,,,,,,72
2012 US Open R64,W vs Novikov,108.2,,,,,129,,,,,,,79
Career (33 matches),,104.7,113.4,8.0,120.0,109.3,129,78,92.7,6.7,99.9,92.5,112,62
