Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2017 Paris SF,L vs Sock,25.4%,35.6%,43.6%,33.6%,33.3%,51.5%,59.1%,47.9%,42.1%,50.0%,75.0%,19.0%,19.0%,23.5%,51
2014 Cincinnati SF,L vs Ferrer,28.8%,33.3%,38.1%,34.7%,38.6%,45.5%,40.7%,47.5%,33.3%,30.4%,40.0%,11.8%,11.8%,33.3%,-18
2014 Indian Wells R32,W vs Thiem,23.6%,31.9%,52.9%,30.4%,31.8%,43.2%,60.0%,43.0%,26.3%,52.0%,50.0%,12.5%,16.7%,42.9%,0
2014 Sydney R32,W vs Ebden,29.3%,51.2%,69.0%,39.8%,27.6%,44.8%,71.4%,42.4%,18.2%,27.8%,-,33.3%,66.7%,62.5%,-79
2013 Kuala Lumpur F,L vs Sousa,20.2%,35.7%,59.7%,31.5%,23.2%,46.4%,65.1%,40.2%,25.0%,34.4%,50.0%,14.3%,14.3%,50.0%,-79
2013 US Open R32,L vs Berdych,22.1%,33.8%,37.0%,26.6%,35.0%,52.5%,42.3%,43.8%,36.8%,23.8%,0.0%,9.7%,16.1%,32.1%,-29
2013 Rotterdam F,L vs Del Potro,30.6%,33.3%,39.1%,35.3%,47.8%,52.2%,50.0%,55.2%,27.3%,37.5%,16.7%,0.0%,0.0%,27.3%,-118
2012 Olympics R32,L vs Federer,25.9%,38.9%,38.9%,32.8%,36.4%,51.5%,47.6%,47.6%,38.9%,33.3%,0.0%,11.8%,23.5%,26.7%,-13
2012 Davis Cup World Group R1 RR,L vs Raonic,28.8%,36.9%,45.6%,34.6%,36.4%,46.8%,51.0%,44.7%,17.1%,33.3%,50.0%,11.8%,14.7%,36.7%,-79
2008 Lyon F,L vs Soderling,33.3%,37.3%,46.8%,38.5%,36.2%,42.6%,50.0%,44.5%,47.6%,50.0%,100.0%,32.0%,32.0%,41.2%,83
Career (10 matches),,26.7%,36.1%,46.9%,33.5%,34.7%,47.4%,53.9%,45.5%,30.6%,37.1%,41.9%,14.7%,19.0%,36.5%,25
