Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2017 Paris SF,L vs Sock,3.8,3.9,3.6,45.5%,25.9%,60.0%,37.5%,47.4%,17.1%,-2.0,-2.8,0.0,0.0
2014 Cincinnati SF,L vs Ferrer,4.3,3.9,4.9,47.7%,30.8%,42.9%,35.7%,51.1%,8.7%,2.0,2.1,-1.5,-1.9
2014 Indian Wells R32,W vs Thiem,4.3,4.1,4.4,56.0%,50.0%,73.3%,35.7%,50.0%,6.3%,9.5,7.6,1.5,1.3
2014 Sydney R32,W vs Ebden,3.2,3.1,3.3,63.3%,66.7%,62.5%,33.3%,48.3%,8.3%,10.5,19.8,6.5,12.3
2013 Kuala Lumpur F,L vs Sousa,4.7,4.1,5.2,53.0%,55.3%,50.0%,40.0%,57.7%,5.6%,8.5,4.0,1.0,0.7
2013 US Open R32,L vs Berdych,3.9,3.5,4.3,38.9%,40.5%,50.0%,38.5%,53.5%,13.3%,-4.5,-3.5,-1.5,-1.5
2013 Rotterdam F,L vs Del Potro,5.2,5.3,5.1,46.4%,40.0%,37.5%,50.0%,44.1%,16.8%,0.0,0.0,-3.0,-2.2
2012 Olympics R32,L vs Federer,3.2,3.3,3.2,35.3%,40.0%,75.0%,60.0%,51.7%,16.1%,5.0,8.5,-4.5,-9.6
2012 Davis Cup World Group R1 RR,L vs Raonic,3.4,3.8,2.8,46.0%,38.3%,50.0%,54.5%,41.8%,7.4%,6.0,7.1,-1.5,-1.3
2008 Lyon F,L vs Soderling,3.6,4.0,3.4,40.2%,41.2%,41.7%,53.8%,47.8%,20.3%,-1.0,-1.0,0.0,0.0
Career (10 matches),,4.0,3.9,4.1,46.8%,43.2%,53.1%,43.8%,49.7%,11.7%,3.4,3.2,-0.3,-0.3
