Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Paris SF,L vs Sock,69.2%,36.1%,5.8%,1/2,2.13,7.7%,64.7%,36.4%,8.8%,1.91,13.6%,82.4%,35.7%,0.0%,2.41,0.0%
2014 Cincinnati SF,L vs Ferrer,56.5%,46.2%,10.9%,4/1,2.31,11.9%,56.3%,44.4%,12.5%,2.33,14.8%,57.1%,50.0%,7.1%,2.27,6.7%
2014 Indian Wells R32,W vs Thiem,73.0%,55.6%,2.7%,2/0,2.13,17.6%,75.6%,61.3%,2.4%,2.12,23.3%,82.1%,47.8%,3.6%,2.14,9.5%
2014 Sydney R32,W vs Ebden,66.7%,61.8%,3.9%,2/0,2.12,37.9%,70.4%,57.9%,7.4%,2.07,38.1%,78.9%,66.7%,0.0%,2.25,37.5%
2013 Kuala Lumpur F,L vs Sousa,79.5%,48.3%,2.7%,1/2,2.05,4.5%,81.4%,45.6%,1.4%,2.03,7.0%,78.0%,53.1%,4.9%,2.08,0.0%
2013 US Open R32,L vs Berdych,69.6%,45.5%,5.1%,1/3,2.20,16.7%,55.6%,24.0%,4.4%,1.94,30.8%,90.9%,63.3%,6.1%,2.44,3.6%
2013 Rotterdam F,L vs Del Potro,73.1%,42.9%,4.5%,1/2,2.07,6.5%,61.0%,24.0%,2.4%,1.96,12.5%,96.0%,62.5%,8.0%,2.18,0.0%
2012 Olympics R32,L vs Federer,59.6%,46.4%,10.6%,1/4,1.82,47.2%,54.8%,35.3%,3.2%,1.71,47.6%,68.8%,63.6%,25.0%,1.97,46.7%
2012 Davis Cup World Group R1 RR,L vs Raonic,48.2%,45.0%,9.6%,6/2,1.94,8.9%,35.1%,30.0%,10.5%,1.77,12.2%,83.3%,60.0%,8.3%,2.20,3.3%
2008 Lyon F,L vs Soderling,55.8%,39.6%,4.7%,1/3,2.45,4.3%,51.6%,33.3%,3.1%,2.30,6.7%,71.4%,53.3%,9.5%,2.71,0.0%
Career (10 matches),,65.9%,46.8%,5.6%,51.3%,2.11,14.1%,60.4%,40.1%,5.2%,2.01,18.4%,80.7%,56.3%,6.7%,2.26,7.6%
