Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,356,176,180,49.4%,437-447,49.4%,4196-4293,49.4%,71-59,54.6%,350,76.9%,22.1%,8.1%,4.5%,63.2%,70.4%,48.8%,62.4%,37.0%,49.7%,0.98
Clay,112,47,65,42.0%,135-176,43.4%,1429-1584,47.4%,22-24,47.8%,110,71.6%,23.6%,4.7%,3.8%,66.0%,65.5%,47.5%,59.4%,38.1%,48.8%,0.94
Grass,76,36,40,47.4%,104-111,48.4%,1074-1100,49.4%,18-25,41.9%,76,80.9%,18.4%,8.6%,3.9%,66.1%,71.4%,50.0%,64.2%,35.2%,49.7%,0.98
Carpet,26,14,12,53.8%,31-28,52.5%,291-286,50.4%,4-4,50.0%,26,77.2%,24.3%,8.6%,4.2%,65.1%,68.5%,50.1%,62.0%,38.0%,49.8%,1.00
Grand Slams,104,47,57,45.2%,178-209,46.0%,1814-1959,48.1%,32-30,51.6%,104,74.8%,21.7%,6.9%,4.1%,65.0%,68.3%,47.9%,61.1%,37.0%,49.1%,0.95
Masters,144,66,78,45.8%,160-187,46.1%,1609-1733,48.1%,25-22,53.2%,144,73.8%,22.4%,6.5%,4.4%,63.7%,68.6%,47.9%,61.1%,36.8%,49.0%,0.95
Other Tours,315,157,158,49.8%,363-356,50.5%,3497-3487,50.1%,57-59,49.1%,313,78.7%,21.9%,8.2%,4.2%,64.2%,70.4%,49.7%,63.0%,37.1%,50.0%,1.00
Best of 5,106,47,59,44.3%,178-215,45.3%,1836-1997,47.9%,32-31,50.8%,104,74.8%,21.7%,6.9%,4.1%,65.0%,68.3%,47.9%,61.1%,37.0%,49.1%,0.95
Best of 3,464,226,238,48.7%,529-547,49.2%,5154-5266,49.5%,83-81,50.6%,458,77.0%,22.0%,7.7%,4.2%,64.1%,69.8%,49.0%,62.4%,37.0%,49.6%,0.98
Finals,10,0,10,0.0%,5-20,20.0%,108-146,42.5%,1-3,25.0%,10,73.2%,13.4%,7.5%,3.8%,67.2%,66.4%,46.3%,59.8%,32.5%,46.4%,0.81
Semi-finals,19,10,9,52.6%,23-21,52.3%,217-227,48.9%,7-2,77.8%,19,77.0%,19.7%,7.1%,4.9%,63.2%,70.3%,47.8%,62.0%,35.8%,49.2%,0.94
Quarter-finals,44,19,25,43.2%,45-58,43.7%,454-508,47.2%,5-12,29.4%,44,74.9%,20.5%,7.3%,3.8%,63.0%,69.2%,48.1%,61.4%,36.0%,48.6%,0.93
vs Righties,496,234,262,47.2%,610-672,47.6%,6073-6383,48.8%,107-98,52.2%,490,76.0%,21.7%,7.2%,4.1%,64.3%,69.1%,48.5%,61.7%,37.0%,49.4%,0.97
vs Lefties,74,39,35,52.7%,97-90,51.9%,917-880,51.0%,8-14,36.4%,72,79.3%,23.4%,9.1%,4.8%,64.1%,71.7%,50.5%,64.1%,37.2%,50.4%,1.04
vs Top 10,68,18,50,26.5%,56-123,31.3%,737-975,43.0%,12-12,50.0%,68,69.8%,16.7%,6.9%,4.5%,64.0%,66.5%,44.4%,58.5%,33.5%,46.4%,0.81
