Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2013,1674,1,,,,,,,,,,,,
2005,609,32,,,,,,,,,1014,16,,
2004,684,23,,,,,,,,,736,38,,
2003,524,39,,,,,,,,,571,58,,
2002,580,30,,,,,,,,,660,42,,
2001,1202,3,,,,,,,,,,,,
1985,,,96,1715,67,1704,65,1723,56,1702,,,,
1984,,,69,1763,67,1691,43,1779,34,1748,,,,
1983,,,38,1852,37,1767,30,1840,16,1834,,,,
1982,32,,52,1815,41,1760,37,1795,25,1780,,,,
1981,,,34,1868,31,1803,34,1819,20,1822,,,,
1980,,,88,1718,128,1514,62,1731,57,1681,,,,
1979,,,94,1668,123,1508,78,1680,64,1653,,,,
1978,,,52,1816,96,1602,33,1816,34,1756,,,,
1977,,,39,1820,,,54,1733,25,1801,,,,
1976,,,131,1496,127,1452,124,1491,112,1461,,,,
