Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Hernan Gumy [ARG],7,2,77.8%,0,0,0,-,1991,2001,2,1.13,2.4%,4.1%,49.6%,63.9%,56.5%,60.2%,45.1%,40.0%,43.8%
9,Francisco Clavet [ESP],3,6,33.3%,3,1,2,33.3%,1994,2001,8,0.86,3.4%,4.2%,53.9%,66.3%,42.5%,55.3%,38.4%,59.3%,44.2%
8,Alex Corretja [ESP],2,6,25.0%,0,0,0,-,1994,2002,7,0.98,3.5%,3.2%,55.8%,64.7%,49.6%,58.0%,41.3%,61.8%,50.9%
7,Alberto Berasategui [ESP],2,5,28.6%,1,1,0,100.0%,1993,2000,4,0.82,5.3%,3.6%,64.4%,58.6%,39.0%,51.6%,39.7%,62.5%,25.9%
7,Roberto Jabali [BRA],3,4,42.9%,2,1,1,50.0%,1991,1995,0,,,,,,,,,,
6,Karim Alami [MAR],3,3,50.0%,2,1,1,50.0%,1993,2001,4,1.04,3.0%,2.6%,58.4%,73.1%,53.2%,64.8%,36.5%,73.9%,30.0%
6,Felix Mantilla [ESP],1,5,16.7%,4,3,1,75.0%,1996,1999,6,0.83,6.3%,4.3%,54.2%,66.7%,38.6%,53.8%,38.2%,38.1%,46.0%
6,Gilbert Schaller [AUT],2,4,33.3%,0,0,0,-,1992,1997,4,0.93,5.2%,3.7%,54.6%,65.5%,39.8%,53.9%,42.9%,47.2%,54.8%
6,Luiz Mattar [BRA],1,5,16.7%,0,0,0,-,1990,1994,3,0.80,5.5%,2.3%,59.2%,59.7%,49.4%,55.5%,35.5%,50.0%,30.0%
5,Vincent Spadea [USA],4,1,80.0%,5,3,2,60.0%,1997,2003,5,1.08,6.9%,4.9%,58.2%,73.4%,46.3%,62.1%,40.8%,64.3%,38.5%
5,Hicham Arazi [MAR],3,2,60.0%,2,1,1,50.0%,1995,2003,3,0.99,4.1%,5.1%,46.2%,65.6%,48.6%,56.4%,43.0%,56.5%,36.4%
5,Yevgeny Kafelnikov [RUS],2,3,40.0%,0,0,0,-,1997,2002,5,0.92,6.7%,4.5%,54.2%,65.7%,57.3%,61.9%,35.3%,58.1%,38.1%
5,Gaston Etlis [ARG],2,3,40.0%,2,0,2,0.0%,1994,2002,2,0.88,5.3%,2.6%,53.0%,65.0%,56.3%,60.9%,34.5%,50.0%,29.4%
5,Jiri Novak [CZE],0,5,0.0%,0,0,0,-,1996,2002,5,0.75,4.3%,7.9%,56.8%,63.7%,35.6%,51.6%,36.3%,48.1%,42.9%
5,Carlos Moya [ESP],1,4,20.0%,6,2,4,33.3%,1998,2002,3,0.94,5.8%,3.1%,60.8%,67.7%,49.0%,60.4%,37.4%,57.1%,50.0%
