Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,109,38,71,34.9%,107-170,38.6%,1262-1433,46.8%,14-31,31.1%,101,73.2%,20.3%,4.7%,4.7%,57.2%,69.0%,49.2%,60.5%,35.7%,48.3%,0.91
Clay,292,161,131,55.1%,402-335,54.5%,3625-3415,51.5%,47-38,55.3%,267,73.3%,29.7%,4.3%,4.0%,56.4%,68.8%,49.2%,60.3%,41.0%,50.7%,1.03
Grass,7,1,6,14.3%,7-19,26.9%,101-142,41.6%,2-1,66.7%,5,70.1%,15.5%,7.2%,6.2%,57.6%,68.6%,42.7%,57.6%,33.8%,46.7%,0.80
Carpet,12,3,9,25.0%,6-22,21.4%,114-156,42.2%,1-2,33.3%,7,71.1%,15.4%,7.3%,4.3%,55.2%,71.2%,48.8%,61.2%,34.7%,47.6%,0.89
Grand Slams,58,25,33,43.1%,103-111,48.1%,991-1043,48.7%,12-11,52.2%,58,72.1%,24.8%,4.5%,4.1%,58.9%,68.7%,46.4%,59.6%,38.4%,49.2%,0.95
Masters,33,12,21,36.4%,28-45,38.4%,314-360,46.6%,2-4,33.3%,33,67.1%,25.9%,4.4%,4.8%,56.6%,65.8%,49.1%,58.6%,38.9%,48.8%,0.94
Other Tours,299,152,147,50.8%,348-336,50.9%,3338-3260,50.6%,45-51,46.9%,289,74.1%,27.2%,4.6%,4.3%,55.9%,69.3%,49.9%,60.7%,39.6%,50.3%,1.01
Best of 5,84,37,47,44.0%,142-159,47.2%,1399-1477,48.6%,17-15,53.1%,58,72.1%,24.8%,4.5%,4.1%,58.9%,68.7%,46.4%,59.6%,38.4%,49.2%,0.95
Best of 3,336,166,170,49.4%,380-387,49.5%,3703-3669,50.2%,47-57,45.2%,322,73.4%,27.1%,4.6%,4.3%,56.0%,69.0%,49.8%,60.5%,39.6%,50.1%,1.00
Finals,6,3,3,50.0%,7-6,53.8%,74-62,54.4%,0-4,0.0%,6,76.1%,35.4%,4.8%,2.8%,55.5%,68.9%,51.8%,61.3%,41.6%,51.6%,1.08
Semi-finals,13,6,7,46.2%,16-16,50.0%,159-155,50.6%,4-3,57.1%,12,70.9%,30.9%,2.9%,4.9%,57.6%,64.0%,52.4%,59.1%,41.8%,50.7%,1.02
Quarter-finals,40,13,27,32.5%,36-52,40.9%,399-438,47.7%,6-5,54.5%,39,68.1%,25.9%,3.9%,3.9%,55.8%,65.7%,47.7%,57.7%,38.7%,48.4%,0.92
vs Righties,374,187,187,50.0%,477-474,50.2%,4587-4542,50.2%,59-62,48.8%,337,73.6%,27.0%,4.7%,4.3%,56.6%,69.2%,49.4%,60.6%,39.5%,50.1%,1.00
vs Lefties,45,15,30,33.3%,43-71,37.7%,501-589,46.0%,4-10,28.6%,42,69.4%,23.6%,3.4%,4.0%,56.3%,66.8%,46.8%,58.0%,37.6%,48.1%,0.90
vs Top 10,36,9,27,25.0%,31-67,31.6%,400-517,43.6%,3-4,42.9%,31,69.9%,19.4%,4.3%,4.5%,57.4%,66.6%,47.9%,58.6%,35.4%,47.4%,0.86
