Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2003,6,4,2,66.7%,8-6,57.1%,79-67,54.1%,1-3,25.0%,0,,,,,,,,,,,,QF (2x)
2002,3,2,1,66.7%,4-3,57.1%,39-37,51.3%,1-1,50.0%,0,,,,,,,,,,,,QF (Sao Paulo1)
2001,14,8,6,57.1%,19-13,59.4%,165-131,55.7%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
2000,14,9,5,64.3%,18-14,56.3%,172-162,51.5%,5-2,71.4%,0,,,,,,,,,,,,W (Guadalajara)
1998,14,11,3,78.6%,19-9,67.9%,147-102,59.0%,3-0,100.0%,0,,,,,,,,,,,,W (Sao Paulo)
1997,21,13,8,61.9%,27-18,60.0%,215-180,54.4%,3-1,75.0%,0,,,,,,,,,,,,F (2x)
1996,16,11,5,68.8%,22-13,62.9%,169-130,56.5%,0-1,0.0%,0,,,,,,,,,,,,W (Cairo)
1995,11,5,6,45.5%,15-12,55.6%,131-117,52.8%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
1994,31,23,8,74.2%,49-18,73.1%,360-259,58.2%,1-4,20.0%,0,,,,,,,,,,,,W (Ribeirao Preta)
1993,44,31,13,70.5%,58-30,65.9%,425-325,56.7%,6-2,75.0%,0,,,,,,,,,,,,W (3x)
1992,43,23,20,53.5%,48-38,55.8%,414-371,52.7%,2-9,18.2%,0,,,,,,,,,,,,SF (Recife)
1991,17,5,12,29.4%,14-21,40.0%,152-168,47.5%,0-1,0.0%,0,,,,,,,,,,,,QF (Sao Paulo6)
1990,4,2,2,50.0%,4-5,44.4%,36-42,46.2%,0-0,-,0,,,,,,,,,,,,R16 (Lins)
1989,4,2,2,50.0%,5-4,55.6%,40-29,58.0%,0-0,-,0,,,,,,,,,,,,R16 (Brasilia)
Career,242,149,93,61.6%,310-204,60.3%,2544-2120,54.5%,23-25,47.9%,0,,,,,,,,,,,,
