Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2003,210,168,83,1729,84,1659,66,1706,,,319,137,,
2002,74,538,87,1730,81,1670,70,1715,107,1545,720,35,,
2001,71,539,81,1741,83,1671,75,1711,106,1572,424,88,,
2000,100,409,85,1736,107,1628,61,1739,99,1573,477,72,,
1999,29,1247,44,1835,89,1672,23,1852,,,130,507,,
1998,57,779,56,1808,92,1666,45,1798,,,77,793,,
1997,67,691,51,1823,88,1695,44,1806,,,44,1262,,
1996,94,514,68,1816,108,1665,48,1806,,,175,367,,
1995,64,,83,1775,130,1632,64,1772,,,491,70,,
1994,91,,92,1772,138,1627,59,1771,81,1626,423,94,,
1993,99,,122,1704,181,1545,71,1737,,,181,353,,
1992,169,,220,1554,205,1525,228,1505,,,229,196,,
1991,206,,298,1424,281,1385,262,1426,,,412,66,,
1990,391,,,,,,,,,,597,20,,
1989,615,,,,,,,,,,641,,,
