Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,2,6,25.0%,6-16,27.3%,90-123,42.3%,2-3,40.0%,8,72.8%,12.4%,5.8%,5.5%,62.6%,67.2%,51.4%,61.3%,32.5%,46.6%,0.84
Clay,28,11,17,39.3%,33-43,43.4%,373-413,47.5%,9-9,50.0%,28,70.4%,24.1%,3.6%,4.4%,66.2%,64.7%,47.9%,59.0%,38.1%,48.8%,0.93
Grand Slams,5,1,4,20.0%,8-14,36.4%,101-121,45.5%,4-2,66.7%,5,69.2%,20.4%,4.1%,5.0%,65.6%,64.4%,51.0%,59.8%,36.7%,48.2%,0.91
Masters,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,54.5%,20.0%,3.4%,8.5%,61.0%,63.9%,34.8%,52.5%,39.4%,45.6%,0.83
Other Tours,29,11,18,37.9%,29-43,40.3%,341-392,46.5%,6-10,37.5%,29,71.3%,22.1%,3.9%,4.5%,65.7%,64.9%,47.8%,59.0%,37.1%,48.3%,0.90
Best of 5,5,1,4,20.0%,8-14,36.4%,101-121,45.5%,4-2,66.7%,5,69.2%,20.4%,4.1%,5.0%,65.6%,64.4%,51.0%,59.8%,36.7%,48.2%,0.91
Best of 3,31,12,19,38.7%,31-45,40.8%,362-415,46.6%,7-10,41.2%,31,71.4%,21.9%,4.0%,4.6%,65.4%,65.4%,48.0%,59.4%,36.9%,48.4%,0.91
Semi-finals,1,0,1,0.0%,1-2,33.3%,11-16,40.7%,0-0,-,1,53.8%,28.6%,1.1%,6.4%,61.7%,51.7%,50.0%,51.1%,41.1%,46.2%,0.84
Quarter-finals,2,1,1,50.0%,2-3,40.0%,26-26,50.0%,0-1,0.0%,2,76.0%,26.9%,5.2%,3.2%,71.6%,66.7%,50.0%,61.9%,39.9%,49.9%,1.05
vs Righties,31,10,21,32.3%,32-53,37.6%,394-468,45.7%,9-11,45.0%,31,70.1%,21.2%,3.9%,4.6%,65.0%,64.9%,48.4%,59.1%,36.5%,48.0%,0.89
vs Lefties,5,3,2,60.0%,7-6,53.8%,69-68,50.4%,2-1,66.7%,5,76.1%,23.9%,4.9%,5.4%,68.5%,67.2%,50.7%,62.0%,39.2%,50.2%,1.03
vs Top 10,2,0,2,0.0%,0-5,0.0%,20-33,37.7%,0-2,0.0%,2,76.0%,3.8%,6.2%,5.1%,62.9%,64.3%,53.0%,60.1%,27.5%,43.8%,0.69
