Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Australian Open Q1,L vs Millman,12,28,0.4,10.4%,24.3%,9,21,0.4,8.8%,20.6%,7.8%,1.0%,0.4,8.7%,21.7%
2021 Roland Garros R128,L vs Nishikori,33,44,0.8,10.6%,14.1%,33,44,0.8,11.2%,15.0%,,,0.9,17.3%,19.6%
2019 Cordoba R16,L vs Schwartzman,18,46,0.4,9.2%,23.6%,14,41,0.3,7.8%,22.9%,6.1%,1.7%,0.6,12.8%,20.5%
2018 Banja Luka CH F,W vs Berlocq,52,45,1.2,23.3%,20.2%,52,41,1.3,24.6%,19.4%,21.8%,2.8%,0.8,13.5%,16.6%
2017 Buenos Aires R16,L vs Carreno Busta,25,28,0.9,14.5%,16.3%,20,22,0.9,12.9%,14.2%,11.0%,1.9%,2.0,25.6%,12.8%
2016 US Open R64,L vs Wawrinka,29,31,0.9,12.6%,13.4%,24,24,1.0,11.5%,11.5%,9.1%,1.9%,1.5,24.7%,16.9%
2016 Caltanissetta CH SF,L vs Lorenzi,16,34,0.5,9.6%,20.5%,16,30,0.5,10.6%,19.9%,6.6%,4.0%,0.8,18.1%,23.5%
Career (7 matches),,185,256,0.7,13.1%,18.1%,168,223,0.8,12.9%,17.1%,8.5%,1.8%,1.0,17.7%,18.6%
