Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,645,48,296,1453,316,1379,251,1435,,,595,81,,
2023,203,300,245,1502,267,1423,207,1484,233,1368,,,,
2022,262,201,277,1467,289,1386,241,1446,232,1364,,,,
2021,185,357,196,1559,269,1404,145,1566,211,1419,,,,
2020,167,386,205,1511,226,1435,169,1499,,,,,,
2019,148,361,183,1570,215,1478,135,1561,187,1445,,,,
2018,160,332,167,1585,192,1495,128,1578,169,1472,303,131,,
2017,154,353,204,1535,197,1491,152,1538,210,1401,264,230,,
2016,128,475,123,1645,121,1599,109,1617,163,1480,351,182,,
2015,254,205,228,1495,262,1400,192,1487,,,224,310,,
2014,369,118,277,1436,276,1369,238,1422,,,525,104,,
2013,279,163,285,1426,313,1320,239,1428,,,180,394,,
2012,260,184,242,1492,308,1337,195,1486,193,1440,628,73,,
2011,135,395,168,1584,289,1362,131,1579,,,344,168,,
2010,499,63,,,,,,,,,239,272,,
2009,768,19,,,,,,,,,448,113,,
2008,1429,2,,,,,,,,,1360,8,,
2007,,,,,,,,,,,1111,12,,
