Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Madrid Q1,W vs Martin Tiffon,1.19,1.63,47.3,2.2,0.0%,65.5%,0.0%,71.4%,51.7%,34.5%
2023 Davis Cup RR,L vs Griekspoor,0.78,0.88,66.1,3.2,8.2%,61.2%,8.7%,69.6%,38.5%,40.4%
2022 Alicante CH F,W vs Hardt,1.22,1.53,53.3,2.1,10.8%,67.6%,6.3%,56.3%,58.6%,34.6%
2022 Wimbledon R128,L vs Broady,0.83,0.90,50.4,4.8,13.0%,72.7%,3.0%,59.7%,34.4%,37.6%
2019 M15 Sharm El Sheikh F,W vs Paul,1.14,1.77,45.5,2.2,3.3%,70.0%,11.1%,81.5%,37.9%,38.5%
2019 M15 Sharm El Sheikh SF,W vs Struvay,1.27,1.27,62.7,2.2,9.5%,54.8%,2.7%,67.6%,34.4%,44.8%
2019 M15 Sharm El Sheikh QF,W vs Pokotilov,1.22,2.37,32.3,2.0,0.0%,83.3%,0.0%,68.2%,34.5%,59.3%
2019 M15 Sharm El Sheikh R16,W vs Pavlovic,1.17,1.60,46.7,2.3,3.1%,71.9%,0.0%,73.3%,41.4%,33.3%
2019 M15 Sharm El Sheikh F,W vs Michalski,1.02,2.64,37.6,2.0,20.8%,87.5%,14.3%,76.2%,40.0%,51.7%
2019 M15 Sharm El Sheikh QF,W vs Guttau,1.39,3.41,29.0,2.1,0.0%,71.4%,0.0%,83.3%,54.2%,59.1%
2019 M15 Sharm El Sheikh R16,W vs Deviatiarov,0.97,1.18,69.7,3.8,2.3%,65.1%,5.1%,56.4%,56.3%,37.8%
2019 M15 Sharm El Sheikh F,W vs Berrettini,1.10,1.60,42.6,3.2,6.1%,63.6%,3.4%,79.3%,32.4%,52.9%
2019 M15 Sharm El Sheikh SF,W vs Bega,1.27,2.03,40.2,2.7,0.0%,62.1%,3.8%,73.1%,43.5%,61.9%
2019 M15 Sharm El Sheikh QF,W vs Dalla Valle,1.09,1.37,54.2,2.2,0.0%,72.5%,2.6%,63.2%,43.2%,37.1%
2019 M15 Sharm El Sheikh R32,W vs Bertola,1.16,1.53,42.4,2.2,3.2%,71.0%,6.9%,58.6%,42.1%,50.0%
2019 M15 Sharm El Sheikh SF,L vs Artunedo Martinavarro,0.86,0.50,32.5,2.0,0.0%,55.6%,0.0%,45.8%,34.6%,23.1%
2019 M15 Sharm El Sheikh R16,W vs Vives Marcos,1.19,1.66,59.3,2.5,11.8%,67.6%,6.7%,90.0%,37.8%,22.9%
2019 M15 Monastir QF,W vs Bondarevskiy,1.04,1.19,70.7,9.2,1.9%,64.8%,4.0%,70.0%,32.7%,42.9%
2019 M15 Monastir R32,W vs Zayid,1.12,1.32,64.7,2.8,0.0%,69.0%,2.6%,71.1%,42.2%,27.5%
2019 M15 Sharm El Sheikh R16,W vs Andrzejczuk,0.87,1.62,42.3,4.1,2.9%,73.5%,0.0%,75.0%,45.5%,50.0%
2024 (1 matches),,1.19,1.63,47.3,2.2,0.0%,65.5%,0.0%,71.4%,51.7%,34.5%
2023 (1 matches),,0.78,0.88,66.1,3.2,8.2%,61.2%,8.7%,69.6%,38.5%,40.4%
2022 (2 matches),,0.94,1.04,51.2,2.9,12.3%,71.1%,4.0%,58.6%,40.2%,36.9%
2019 (18 matches),,1.09,1.43,51.0,2.5,4.2%,68.6%,3.8%,69.3%,41.3%,40.3%
2018 (2 matches),,0.88,0.79,60.8,2.2,4.9%,53.1%,10.3%,56.4%,43.9%,37.7%
Career (28 matches),,1.02,1.18,52.2,2.5,5.3%,67.0%,4.6%,66.0%,39.2%,38.3%
