Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),155,386,174,1601,193,1535,110,1624,113,1557,,,,
2025,142,436,184,1589,200,1512,116,1618,119,1551,,,,
2024,136,443,126,1667,112,1635,120,1605,97,1580,,,,
2023,170,359,116,1658,108,1622,131,1588,101,1570,,,,
2022,136,405,130,1650,132,1593,147,1573,74,1608,,,,
2021,258,237,188,1563,233,1442,171,1530,124,1536,,,,
2020,298,164,250,1438,244,1397,242,1382,,,400,112,,
2019,303,131,241,1500,247,1448,260,1419,,,476,85,,
2018,520,10,,,,,,,,,562,20,,
2017,534,60,,,,,,,,,933,34,,
2016,1115,8,,,,,,,,,835,46,,
