Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,6,15,28.6%,23-33,41.1%,296-304,49.3%,6-13,31.6%,17,82.9%,15.0%,9.1%,3.5%,63.8%,73.3%,53.5%,66.1%,34.6%,50.0%,1.02
Clay,9,4,5,44.4%,12-12,50.0%,119-122,49.4%,5-1,83.3%,9,80.5%,16.2%,6.6%,4.0%,67.2%,71.5%,49.0%,64.1%,35.9%,49.7%,1.00
Grass,3,1,2,33.3%,4-5,44.4%,45-51,46.9%,2-0,100.0%,3,80.9%,12.5%,6.9%,5.5%,63.6%,71.4%,59.0%,66.9%,34.6%,49.8%,1.05
Grand Slams,4,1,3,25.0%,8-10,44.4%,95-97,49.5%,3-3,50.0%,4,82.8%,16.0%,8.8%,3.6%,66.2%,72.0%,54.8%,66.2%,35.5%,50.5%,1.05
Masters,5,2,3,40.0%,5-7,41.7%,60-67,47.2%,3-2,60.0%,5,80.3%,13.1%,6.2%,5.2%,62.1%,73.9%,52.4%,65.7%,34.0%,49.1%,0.99
Other Tours,17,7,10,41.2%,21-22,48.8%,220-222,49.8%,5-4,55.6%,16,83.1%,16.1%,7.8%,3.5%,64.9%,72.1%,53.7%,65.6%,35.6%,50.1%,1.04
Best of 5,4,1,3,25.0%,8-10,44.4%,95-97,49.5%,3-3,50.0%,4,82.8%,16.0%,8.8%,3.6%,66.2%,72.0%,54.8%,66.2%,35.5%,50.5%,1.05
Best of 3,29,10,19,34.5%,31-40,43.7%,365-380,49.0%,10-11,47.6%,25,81.7%,14.8%,7.9%,3.9%,64.4%,72.7%,52.3%,65.4%,34.8%,49.7%,1.01
Quarter-finals,1,0,1,0.0%,1-2,33.3%,15-16,48.4%,0-1,0.0%,1,85.7%,18.8%,12.5%,1.0%,72.9%,68.6%,50.0%,63.5%,34.3%,48.7%,0.94
vs Righties,30,11,19,36.7%,36-43,45.6%,414-420,49.6%,12-14,46.2%,26,82.2%,15.9%,8.2%,3.9%,64.5%,72.8%,52.6%,65.6%,35.1%,50.1%,1.02
vs Lefties,3,0,3,0.0%,3-7,30.0%,46-57,44.7%,1-0,100.0%,3,80.4%,9.6%,7.7%,3.3%,67.2%,70.6%,55.1%,65.6%,34.1%,48.5%,0.99
vs Top 10,4,0,4,0.0%,3-8,27.3%,58-66,46.8%,1-4,20.0%,4,83.6%,8.1%,5.9%,4.6%,62.2%,69.1%,53.3%,63.2%,31.6%,47.8%,0.86
