Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,25,10,15,40.0%,22-34,39.3%,236-275,46.2%,3-5,37.5%,15,-,-,2.0%,10.3%,56.4%,60.4%,44.5%,53.4%,41.8%,47.8%,0.90,SF (Memphis)
2005,34,18,16,52.9%,41-38,51.9%,387-365,51.5%,3-3,50.0%,6,-,-,1.0%,8.8%,61.1%,59.3%,35.1%,49.9%,48.2%,49.1%,0.96,W (Quebec City)
2004,52,35,17,67.3%,76-43,63.9%,617-504,55.0%,3-6,33.3%,9,-,-,1.8%,10.2%,61.8%,58.3%,44.3%,53.0%,48.2%,50.6%,1.03,W (Hobart)
2003,25,12,13,48.0%,26-30,46.4%,255-259,49.6%,2-3,40.0%,4,-,-,1.7%,11.8%,56.3%,61.2%,36.5%,50.4%,44.4%,47.3%,0.90,F (Hobart)
2002,37,19,18,51.4%,42-44,48.8%,404-395,50.6%,2-5,28.6%,0,,,,,,,,,,,,SF (2x)
2001,38,19,19,50.0%,43-44,49.4%,381-420,47.6%,4-2,66.7%,0,,,,,,,,,,,,QF (4x)
2000,52,30,22,57.7%,68-54,55.7%,594-560,51.5%,10-4,71.4%,0,,,,,,,,,,,,F (Japan Open)
1999,50,31,19,62.0%,63-46,57.8%,511-466,52.3%,5-4,55.6%,0,,,,,,,,,,,,W (Tokyo)
1998,25,12,13,48.0%,28-30,48.3%,253-252,50.1%,3-2,60.0%,0,,,,,,,,,,,,SF (Tokyo)
1997,34,17,17,50.0%,37-32,53.6%,306-291,51.3%,3-5,37.5%,0,,,,,,,,,,,,F (Tokyo)
1996,36,20,16,55.6%,41-31,56.9%,339-292,53.7%,5-3,62.5%,0,,,,,,,,,,,,F (Tokyo)
1995,43,28,15,65.1%,57-35,62.0%,452-370,55.0%,4-1,80.0%,0,,,,,,,,,,,,W (Tokyo)
1994,43,28,15,65.1%,54-34,61.4%,417-345,54.7%,5-2,71.4%,0,,,,,,,,,,,,W (Manhattan Beach)
1993,19,10,9,52.6%,19-19,50.0%,167-168,49.9%,2-2,50.0%,0,,,,,,,,,,,,SF (2x)
1992,50,33,17,66.0%,62-39,61.4%,492-395,55.5%,9-3,75.0%,0,,,,,,,,,,,,W (Lucerne)
1991,43,25,18,58.1%,51-35,59.3%,411-356,53.6%,5-6,45.5%,0,,,,,,,,,,,,SF (Tokyo Nichirei)
1990,45,31,14,68.9%,63-36,63.6%,495-395,55.6%,6-4,60.0%,0,,,,,,,,,,,,W (Oklahoma)
1989,40,24,16,60.0%,48-36,57.1%,390-352,52.6%,4-3,57.1%,0,,,,,,,,,,,,W (Wichita)
1988,27,12,15,44.4%,26-34,43.3%,256-289,47.0%,3-2,60.0%,0,,,,,,,,,,,,QF (2x)
1987,7,3,4,42.9%,6-9,40.0%,54-66,45.0%,0-0,-,0,,,,,,,,,,,,SF (Guaruja)
Career,725,417,308,57.5%,873-703,55.4%,7417-6815,52.1%,81-65,55.5%,34,-,-,1.7%,10.1%,59.0%,59.6%,41.9%,52.3%,45.3%,48.8%,0.95,
