Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,18,Hard,39,21,18,53.8%,3,1,2,33.3%,1988,2006,QF,6,0.99,1.3%,9.4%,64.8%,54.9%,43.9%,51.0%,48.7%,58.0%,47.8%
Roland Garros,16,Clay,26,10,16,38.5%,3,1,2,33.3%,1987,2006,R32,5,0.83,0.5%,9.1%,59.7%,55.9%,35.2%,47.6%,43.5%,42.9%,39.1%
Wimbledon,19,Grass,44,25,19,56.8%,7,5,2,71.4%,1987,2006,R16,5,0.87,2.5%,11.7%,61.2%,61.0%,41.0%,53.2%,40.8%,54.7%,50.0%
US Open,20,Hard,39,19,20,48.7%,8,4,4,50.0%,1987,2006,QF,6,1.10,2.7%,9.8%,55.3%,65.5%,45.7%,56.7%,47.5%,48.6%,42.6%
Fed Cup,1,,2,2,0,100.0%,0,0,0,-,1995,1995,,0,,,,,,,,,,
Oklahoma,14,Carpet,36,23,13,63.9%,12,6,6,50.0%,1987,2000,W,0,,,,,,,,,,
Indian Wells,14,Hard,26,12,14,46.2%,5,1,4,20.0%,1990,2006,SF,1,0.74,0.0%,8.8%,55.0%,56.8%,50.0%,53.8%,34.4%,33.3%,100.0%
Eastbourne,13,Grass,24,11,13,45.8%,5,1,4,20.0%,1990,2005,QF,0,,,,,,,,,,
Philadelphia,12,Hard,28,16,12,57.1%,3,2,1,66.7%,1991,2004,SF,0,,,,,,,,,,
Tokyo,7,Hard,41,33,8,80.5%,8,4,4,50.0%,1995,2002,W,0,,,,,,,,,,
Los Angeles,10,Hard,27,17,10,63.0%,7,6,1,85.7%,1988,2006,QF,1,0.75,1.9%,13.5%,55.8%,51.7%,30.4%,42.3%,43.5%,25.0%,42.9%
San Diego,10,Hard,25,15,10,60.0%,7,7,0,100.0%,1997,2006,SF,0,,,,,,,,,,
Chicago,10,Carpet,23,13,10,56.5%,5,2,3,40.0%,1987,1997,QF,0,,,,,,,,,,
Key Biscayne,10,Hard,20,10,10,50.0%,7,3,4,42.9%,1988,1999,QF,0,,,,,,,,,,
