Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,10,5,5,50.0%,7,3,4,42.9%,1995,2000,R32,10,0.94,7.6%,6.1%,61.3%,71.2%,43.6%,60.5%,37.2%,57.0%,36.0%
Roland Garros,3,Clay,3,0,3,0.0%,1,0,1,0.0%,1996,1999,R128,3,0.80,2.5%,8.1%,55.4%,59.6%,37.0%,49.5%,40.5%,52.7%,34.1%
Wimbledon,4,Grass,6,2,4,33.3%,3,1,2,33.3%,1995,1999,R32,5,0.84,3.6%,7.4%,57.8%,68.1%,37.3%,55.1%,37.7%,59.2%,27.1%
US Open,5,Hard,11,6,5,54.5%,3,3,0,100.0%,1996,2001,R32,7,0.93,6.3%,9.0%,57.7%,72.0%,38.5%,57.8%,39.3%,57.3%,36.1%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,1996,1996,R64,0,,,,,,,,,,
Davis Cup,5,,11,7,4,63.6%,3,2,1,66.7%,1995,2002,,0,,,,,,,,,,
Moscow,5,Carpet,10,5,5,50.0%,5,4,1,80.0%,1995,2000,QF,8,0.95,5.7%,7.6%,60.2%,71.6%,49.0%,62.6%,35.6%,64.8%,28.1%
Copenhagen,4,Hard,7,3,4,42.9%,2,0,2,0.0%,1997,2000,QF,7,0.94,6.8%,7.0%,62.9%,76.0%,44.8%,64.4%,33.3%,50.0%,46.9%
St. Poelten,4,Clay,6,2,4,33.3%,4,2,2,50.0%,1995,2001,R16,5,0.96,4.1%,7.4%,65.2%,62.4%,44.1%,56.0%,42.1%,54.5%,48.7%
Ostrava,3,Carpet,8,5,3,62.5%,2,2,0,100.0%,1996,1998,F,7,1.03,10.2%,4.3%,63.3%,75.6%,50.0%,66.2%,34.7%,63.3%,40.0%
Washington,3,Hard,7,4,3,57.1%,1,1,0,100.0%,1996,2000,QF,7,0.98,6.7%,8.0%,62.5%,69.4%,43.8%,59.8%,39.4%,56.5%,45.7%
St. Petersburg,3,Carpet,6,3,3,50.0%,1,0,1,0.0%,1997,1999,SF,6,0.87,8.8%,7.0%,58.7%,70.0%,45.7%,60.0%,34.7%,63.3%,48.4%
