Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,80,37,43,46.3%,91-114,44.4%,948-1027,48.0%,16-17,48.5%,77,74.7%,22.3%,6.7%,7.2%,61.4%,69.8%,44.8%,60.1%,37.4%,48.9%,0.94
Clay,30,10,20,33.3%,30-48,38.5%,334-399,45.6%,5-5,50.0%,24,58.8%,26.7%,4.5%,8.3%,59.2%,63.3%,39.6%,53.6%,39.9%,47.1%,0.86
Grass,13,4,9,30.8%,12-24,33.3%,149-196,43.2%,1-3,25.0%,12,67.5%,20.1%,5.3%,8.3%,57.3%,67.6%,40.2%,55.9%,38.1%,47.1%,0.87
Carpet,49,25,24,51.0%,57-57,50.0%,537-550,49.4%,10-5,66.7%,42,77.3%,18.5%,8.3%,6.3%,62.6%,71.2%,47.9%,62.5%,35.3%,49.1%,0.94
Grand Slams,26,11,15,42.3%,38-58,39.6%,412-486,45.9%,7-7,50.0%,25,69.5%,23.3%,5.8%,7.4%,58.8%,69.4%,39.9%,57.3%,38.3%,47.8%,0.90
Masters,9,2,7,22.2%,7-15,31.8%,91-123,42.5%,2-0,100.0%,9,67.9%,16.0%,7.0%,9.4%,56.5%,68.7%,43.7%,57.8%,35.8%,46.7%,0.85
Other Tours,126,56,70,44.4%,124-158,44.0%,1292-1423,47.6%,21-22,48.8%,121,73.7%,21.8%,6.8%,7.0%,62.0%,68.8%,45.9%,60.1%,37.1%,48.9%,0.93
Best of 5,32,15,17,46.9%,52-65,44.4%,529-573,48.0%,9-8,52.9%,25,69.5%,23.3%,5.8%,7.4%,58.8%,69.4%,39.9%,57.3%,38.3%,47.8%,0.90
Best of 3,140,61,79,43.6%,138-178,43.7%,1439-1599,47.4%,23-22,51.1%,130,73.2%,21.3%,6.9%,7.2%,61.6%,68.8%,45.7%,59.9%,37.0%,48.7%,0.92
Finals,3,2,1,66.7%,5-2,71.4%,36-30,54.5%,1-0,100.0%,3,75.0%,33.3%,11.7%,3.6%,71.3%,65.9%,52.1%,61.9%,42.9%,52.9%,1.13
Semi-finals,6,3,3,50.0%,4-7,36.4%,48-56,46.2%,0-1,0.0%,6,78.2%,17.9%,8.5%,7.1%,60.6%,71.0%,46.0%,61.2%,34.7%,48.0%,0.89
Quarter-finals,10,6,4,60.0%,13-13,50.0%,122-123,49.8%,1-1,50.0%,10,72.3%,28.2%,7.1%,7.0%,60.9%,69.0%,43.6%,59.1%,40.0%,49.7%,0.98
vs Righties,151,68,83,45.0%,170-210,44.7%,1733-1903,47.7%,26-28,48.1%,136,72.0%,22.4%,6.4%,7.4%,60.7%,68.9%,43.9%,59.0%,37.5%,48.4%,0.92
vs Lefties,21,8,13,38.1%,20-33,37.7%,235-269,46.6%,6-2,75.0%,19,74.8%,17.3%,7.8%,6.5%,62.7%,69.1%,46.2%,60.6%,36.1%,48.9%,0.92
vs Top 10,11,2,9,18.2%,7-23,23.3%,114-170,40.1%,1-1,50.0%,11,69.5%,10.6%,7.4%,6.7%,60.9%,66.3%,46.8%,58.7%,32.1%,45.7%,0.78
