Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Bohdan Ulihrach [CZE],2,4,33.3%,2,1,1,50.0%,1993,2000,1,0.69,13.8%,8.6%,60.3%,62.9%,39.1%,53.4%,32.1%,50.0%,14.3%
6,Chris Wilkinson [GBR],4,2,66.7%,2,1,1,50.0%,1994,1998,3,1.05,5.7%,4.9%,59.8%,69.4%,49.0%,61.2%,40.8%,70.6%,39.5%
5,Martin Damm Sr [CZE],1,4,20.0%,3,1,2,33.3%,1995,2000,2,0.91,9.6%,7.0%,57.3%,72.2%,52.2%,63.7%,33.1%,46.2%,22.2%
5,Jerome Golmard [FRA],2,3,40.0%,0,0,0,-,1996,2000,4,0.94,7.7%,5.7%,62.5%,70.6%,51.0%,63.2%,34.5%,74.2%,40.0%
5,Oleg Ogorodov [UZB],4,1,80.0%,1,0,1,0.0%,1995,1998,3,1.21,6.9%,3.8%,69.1%,73.4%,48.3%,65.6%,41.6%,73.7%,40.0%
4,Dominik Hrbaty [SVK],2,2,50.0%,1,1,0,100.0%,1997,2001,3,0.69,6.5%,4.9%,64.3%,66.4%,43.9%,58.4%,28.7%,35.7%,42.9%
4,Adrian Voinea [ROU],2,2,50.0%,2,1,1,50.0%,1995,2000,3,1.18,6.3%,10.3%,55.4%,80.4%,42.3%,63.4%,43.3%,25.0%,55.6%
4,Jonas Bjorkman [SWE],0,4,0.0%,1,0,1,0.0%,1997,1999,4,0.78,6.9%,7.9%,58.2%,69.5%,40.2%,57.2%,33.2%,59.5%,17.4%
4,Wojtek Kowalski [POL],2,2,50.0%,3,2,1,66.7%,1994,1995,0,,,,,,,,,,
3,Juan Antonio Marin [CRC],2,1,66.7%,2,2,0,100.0%,1998,2001,2,1.37,9.8%,5.2%,67.2%,72.6%,47.4%,64.4%,48.8%,40.0%,47.8%
3,Stephane Huet [FRA],2,1,66.7%,1,0,1,0.0%,1996,2000,0,,,,,,,,,,
3,Fredrik Jonsson [SWE],1,2,33.3%,2,1,1,50.0%,1999,2000,3,0.90,8.8%,5.4%,59.0%,71.9%,47.6%,62.0%,34.1%,59.1%,26.3%
3,Sjeng Schalken [NED],0,3,0.0%,1,0,1,0.0%,1995,2000,2,0.74,4.4%,9.5%,61.4%,58.8%,42.6%,52.5%,34.9%,61.9%,42.9%
3,Marat Safin [RUS],0,3,0.0%,2,0,2,0.0%,1998,2000,2,0.85,4.4%,7.5%,56.6%,68.8%,42.9%,57.5%,36.0%,53.6%,29.6%
3,Nicolas Kiefer [GER],0,3,0.0%,0,0,0,-,1998,1999,3,0.65,5.6%,17.6%,48.6%,59.4%,28.8%,43.7%,36.4%,33.3%,50.0%
