Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 W100 Lisboa F,L vs Waltert,38% (3/8),33% (1/3),1/4,71% (5/7),0% (0/5),0/1,0/0,0/1,0/0,0/0
2025 US Open Q3,W vs Klimovicova,60% (6/10),67% (4/6),1/3,45% (5/11),40% (2/5),2/4,1/2,1/1,0/1,0/0
2022 BJK Cup QLS R1: CAN vs LAT RR,L vs Fernandez,38% (3/8),100% (3/3),3/7,100% (7/7),0% (0/7),0/3,0/0,0/0,0/0,0/0
2019 W15 Shymkent R32,L vs Saidenova,56% (5/9),40% (2/5),1/5,63% (5/8),0% (0/5),2/2,0/0,0/0,0/0,0/0
2025 (2 matches),,50.0%,55.6%,28.6%,55.6%,20.0%,40.0%,50.0%,50.0%,0.0%,-
2022 (1 matches),,37.5%,100.0%,42.9%,100.0%,0.0%,0.0%,-,-,-,-
2019 (1 matches),,55.6%,40.0%,20.0%,62.5%,0.0%,100.0%,-,-,-,-
Career (4 matches),,48.6%,58.8%,31.6%,66.7%,9.1%,40.0%,50.0%,50.0%,0.0%,-
