Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
06-Feb-2023,Linz,Hard,F,34,44,(8) Anastasia Potapova [RUS] d. (6) Martic,6-3 6-1,0.65,7.3%,3.6%,52.7%,58.6%,26.9%,5/10,1:16
11-Jul-2022,Lausanne,Clay,F,85,124,Martic d. (Q) Olga Danilovic [SRB],6-4 6-2,1.61,10.3%,3.4%,67.2%,71.8%,63.2%,0/1,1:30
09-Sep-2019,Zhengzhou,Hard,F,23,2,(1) Karolina Pliskova [CZE] d. (7) Martic,6-3 6-2,0.69,3.7%,7.4%,61.1%,48.5%,52.4%,4/8,1:36
22-Apr-2019,Istanbul,Clay,F,40,46,(6) Martic d. Marketa Vondrousova [CZE],1-6 6-4 6-1,1.05,1.3%,1.3%,70.5%,52.7%,52.2%,6/11,1:49
03-Sep-2018,Chicago,Hard,F,47,111,(2) Martic d. Mona Barthel [GER],6-4 6-1,1.68,4.3%,0.0%,71.7%,69.7%,61.5%,1/2,1:07
16-Jul-2018,Bucharest,Clay,F,60,22,(1) Anastasija Sevastova [LAT] d. (4) Martic,7-6(4) 6-2,0.81,4.8%,0.0%,55.6%,48.6%,57.1%,2/7,1:33
01-May-2017,Wiesbaden $25K,Clay,F,327,220,(3) Kathinka Von Deichmann [LIE] d. (WC) Martic,4-6 6-4 7-6(7),,,,,,,,
03-Apr-2017,Santa Margherita Di Pula $25K,Clay,F,659,260,(Q) Martic d. Kathinka Von Deichmann [LIE],6-4 7-5,,,,,,,,
03-Nov-2014,Captiva Island FL 50K,Hard,F,179,744,(WC) Edina Gallovits Hall [ROU] d. Martic,6-2 6-2,,,,,,,,
03-Jun-2013,Nottingham 75K,Grass,F,108,73,Martic d. (3) Karolina Pliskova [CZE],6-3 6-3,,,,,,,,
