Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 US Open R128,L vs Bouzas Maneiro,0.95,0.58,41.7,2.4,16.1%,51.6%,0.0%,35.7%,22.7%,47.4%
2024 Wimbledon R64,L vs Swiatek,0.92,0.55,54.8,2.1,0.0%,55.2%,7.4%,66.7%,23.3%,24.0%
2024 Wimbledon R128,W vs Jones,1.21,1.31,49.3,4.1,15.2%,60.9%,7.0%,58.1%,39.5%,48.6%
2023 US Open R64,L vs Bouzkova,0.92,0.53,33.9,2.1,8.0%,44.0%,0.0%,39.1%,35.7%,32.1%
2023 US Open R128,W vs Maria,1.22,2.42,31.8,2.2,9.5%,76.2%,4.8%,71.4%,39.3%,65.4%
2023 Montreal R32,L vs Sabalenka,0.89,0.78,58.1,2.2,2.9%,57.1%,3.0%,54.5%,43.2%,34.1%
2023 Wimbledon R32,L vs Swiatek,0.96,0.73,50.7,2.5,8.8%,47.1%,3.1%,46.9%,36.4%,43.8%
2023 Wimbledon R64,W vs Parry,0.98,1.32,69.5,5.2,4.4%,64.4%,4.8%,78.6%,38.8%,38.3%
2023 Roland Garros R64,L vs Sorribes Tormo,0.91,0.68,47.3,3.0,0.0%,28.6%,0.0%,34.8%,58.1%,44.8%
2023 Roland Garros R128,W vs Rogers,1.13,1.29,53.4,4.4,4.8%,64.3%,2.6%,56.4%,46.3%,43.6%
2023 Madrid QF,L vs Swiatek,0.87,0.46,36.4,2.0,5.6%,55.6%,0.0%,31.3%,37.5%,21.7%
2023 Madrid R32,W vs Kalinskaya,1.01,1.20,71.9,2.4,6.4%,63.8%,5.3%,78.9%,44.2%,25.0%
2023 Miami R32,L vs Mertens,0.82,0.70,45.4,2.8,7.1%,46.4%,0.0%,52.0%,48.8%,39.0%
2023 Linz F,L vs Potapova,1.01,0.65,45.8,3.0,3.4%,31.0%,11.5%,57.7%,41.4%,30.8%
2022 Tokyo QF,L vs Zhang,0.88,0.69,46.8,2.4,17.9%,50.0%,12.0%,48.0%,35.9%,43.2%
2022 US Open R32,L vs Azarenka,0.93,0.56,37.4,2.1,0.0%,46.4%,3.6%,42.9%,36.0%,30.4%
2022 US Open R64,W vs Badosa,0.91,1.40,64.6,5.0,21.3%,83.0%,0.0%,61.9%,45.8%,37.2%
2022 US Open R128,W vs Gracheva,1.16,1.28,51.9,2.7,2.2%,68.9%,0.0%,51.1%,43.9%,44.4%
2022 Lausanne F,W vs Danilovic,0.91,1.47,58.3,2.4,10.0%,83.3%,10.7%,53.6%,55.9%,43.8%
2022 Wimbledon R16,L vs Rybakina,0.95,0.66,50.7,2.7,0.0%,56.7%,3.7%,63.0%,32.3%,23.1%
2024 (3 matches),,1.05,0.82,48.9,2.7,11.3%,56.6%,5.1%,54.1%,30.0%,40.5%
2023 (11 matches),,0.97,0.89,52.3,2.6,5.4%,53.7%,3.5%,57.5%,43.0%,37.9%
2022 (11 matches),,0.98,1.01,54.1,2.5,10.2%,64.8%,3.6%,55.1%,41.5%,39.9%
2021 (10 matches),,0.98,0.93,70.1,3.2,5.6%,58.8%,4.6%,53.1%,40.5%,42.9%
2020 (8 matches),,1.03,1.08,64.4,3.6,5.4%,62.1%,2.4%,59.2%,42.9%,39.3%
Career (243 matches),,1.01,1.02,58.7,2.7,4.4%,58.7%,2.7%,57.6%,42.2%,42.7%
