Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Wimbledon R64,L vs Swiatek,3.0,3.2,2.8,45.2%,37.0%,40.0%,0.0%,55.3%,23.6%,0.0,0.0,-10.5,-25.6
2023 Montreal R32,L vs Sabalenka,3.1,3.6,2.7,44.4%,45.7%,75.0%,33.3%,41.1%,46.6%,1.0,1.5,-1.5,-2.8
2023 Wimbledon R32,L vs Swiatek,3.6,3.7,3.5,44.3%,42.4%,41.7%,42.9%,52.8%,45.8%,-11.0,-12.6,-2.0,-4.9
2023 Eastbourne Q2,L vs Bogdan,3.8,3.3,4.4,53.2%,49.1%,40.0%,53.8%,50.9%,53.7%,6.5,5.3,1.5,2.5
2023 Roland Garros R64,L vs Sorribes Tormo,5.2,5.2,5.2,42.2%,54.8%,36.4%,23.1%,58.0%,23.5%,-7.5,-5.5,-2.0,-2.6
2023 Roland Garros R128,W vs Rogers,4.2,4.2,4.1,54.2%,50.0%,48.1%,71.4%,46.4%,35.0%,3.5,3.0,1.5,1.6
2023 Madrid QF,L vs Swiatek,3.5,3.2,3.7,36.7%,31.6%,36.4%,50.0%,55.7%,25.5%,-4.0,-6.3,-5.0,-13.2
2023 Madrid R32,W vs Kalinskaya,3.4,3.2,3.6,55.2%,51.2%,42.9%,50.0%,48.6%,31.8%,2.0,2.1,-4.5,-6.3
2023 Miami R32,L vs Mertens,3.5,3.4,3.5,49.4%,38.7%,41.2%,50.0%,42.6%,34.3%,3.0,4.1,-1.5,-2.3
2023 Linz F,L vs Potapova,4.2,4.6,3.8,46.4%,30.0%,50.0%,12.5%,51.6%,42.9%,-3.0,-3.3,-5.5,-11.0
2022 Tokyo QF,L vs Zhang,3.9,3.8,4.0,51.3%,31.3%,33.3%,33.3%,53.5%,62.4%,3.0,3.2,1.5,4.4
2022 Lausanne F,W vs Danilovic,3.4,3.6,3.2,57.3%,60.5%,62.5%,66.7%,52.4%,25.6%,16.5,20.1,2.0,3.7
2022 Wimbledon R16,L vs Rybakina,3.5,3.9,3.1,40.3%,51.5%,36.4%,66.7%,60.8%,53.4%,1.0,1.2,2.5,10.0
2022 Rome R16,L vs Andreescu,3.7,3.5,3.9,48.7%,34.2%,53.8%,71.4%,53.4%,32.0%,2.0,1.9,-3.5,-5.9
2022 Indian Wells QF,L vs Halep,5.0,5.0,5.0,21.6%,40.0%,16.7%,41.7%,50.3%,43.9%,-3.5,-4.4,-1.5,-3.5
2021 Indian Wells R64,L vs Swiatek,3.4,3.4,3.6,41.3%,34.5%,42.9%,33.3%,45.0%,24.7%,-6.5,-10.3,-5.5,-9.5
2021 Cincinnati R64,L vs Badosa,5.1,5.9,4.2,50.5%,41.3%,60.0%,41.9%,50.3%,41.1%,-4.5,-2.1,-6.5,-5.1
2021 Rome SF,L vs Pliskova,3.8,4.2,3.4,53.1%,30.2%,41.2%,45.5%,42.2%,35.1%,4.5,4.4,0.0,0.0
2021 Rome QF,W vs Pegula,4.4,4.3,4.5,56.5%,54.8%,33.3%,50.0%,56.7%,61.1%,6.5,4.7,1.0,2.4
2020 Dubai SF,L vs Rybakina,4.2,4.3,4.1,46.8%,54.3%,52.0%,50.0%,52.2%,34.6%,-3.5,-2.0,3.0,3.0
Career (51 matches),,4.4,4.4,4.3,49.6%,46.9%,46.0%,46.7%,51.3%,36.9%,2.2,1.8,-1.8,-2.3
