Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Wimbledon R64,L vs Swiatek,61.8%,32.4%,3.6%,2/0,2.56,6.1%,63.9%,26.1%,5.6%,2.40,11.1%,64.7%,45.5%,0.0%,2.77,0.0%
2023 Montreal R32,L vs Sabalenka,59.1%,50.0%,4.5%,1/3,2.18,7.8%,53.3%,45.8%,6.7%,2.04,13.8%,80.0%,53.6%,2.9%,2.36,0.0%
2023 Wimbledon R32,L vs Swiatek,78.5%,49.0%,7.7%,1/4,2.70,2.3%,83.0%,41.0%,4.3%,2.50,3.8%,70.6%,75.0%,17.6%,2.94,0.0%
2023 Eastbourne Q2,L vs Bogdan,77.9%,48.6%,4.2%,2/2,2.06,36.7%,75.4%,43.5%,1.6%,2.05,61.1%,84.8%,57.1%,9.1%,2.06,0.0%
2023 Roland Garros R64,L vs Sorribes Tormo,81.7%,55.1%,1.7%,1/0,2.25,2.3%,86.0%,48.6%,0.0%,2.02,4.5%,92.3%,75.0%,7.7%,2.48,0.0%
2023 Roland Garros R128,W vs Rogers,78.8%,52.4%,6.3%,0/5,2.67,10.6%,78.8%,51.2%,0.0%,2.63,14.3%,88.0%,54.5%,20.0%,2.72,6.5%
2023 Madrid QF,L vs Swiatek,70.2%,36.4%,6.4%,2/1,2.80,8.3%,70.0%,33.3%,3.3%,2.76,14.3%,80.0%,41.7%,13.3%,2.85,0.0%
2023 Madrid R32,W vs Kalinskaya,73.5%,42.6%,4.8%,2/2,2.46,8.8%,74.6%,43.2%,1.7%,2.55,10.0%,81.0%,41.2%,14.3%,2.37,7.4%
2023 Miami R32,L vs Mertens,61.0%,46.0%,2.4%,1/1,2.08,9.5%,66.7%,36.7%,2.2%,1.84,5.3%,83.3%,60.0%,4.2%,2.27,13.0%
2023 Linz F,L vs Potapova,69.1%,47.4%,3.6%,0/2,2.47,5.3%,70.3%,46.2%,2.7%,2.36,5.9%,75.0%,50.0%,6.3%,2.55,4.8%
2022 Tokyo QF,L vs Zhang,80.3%,45.9%,5.3%,2/2,2.39,8.3%,83.3%,42.0%,3.3%,2.72,17.6%,78.6%,63.6%,14.3%,2.09,0.0%
2022 Lausanne F,W vs Danilovic,71.2%,63.8%,6.1%,3/1,2.30,7.9%,69.8%,53.3%,7.0%,2.50,12.5%,85.0%,82.4%,5.0%,1.96,0.0%
2022 Wimbledon R16,L vs Rybakina,66.7%,42.1%,0.0%,0/0,2.42,4.9%,69.7%,34.8%,0.0%,2.68,5.9%,62.5%,53.3%,0.0%,2.22,4.2%
2022 Rome R16,L vs Andreescu,73.2%,45.0%,2.4%,1/1,2.70,6.7%,74.6%,43.2%,0.0%,2.84,14.3%,80.0%,50.0%,10.0%,2.58,0.0%
2022 Indian Wells QF,L vs Halep,70.5%,32.3%,4.5%,1/1,2.48,0.0%,69.7%,26.1%,6.1%,2.70,0.0%,80.0%,50.0%,0.0%,1.86,0.0%
2021 Indian Wells R64,L vs Swiatek,76.9%,36.7%,17.9%,4/3,2.10,4.2%,87.0%,25.0%,0.0%,2.05,4.3%,76.9%,60.0%,53.8%,2.14,4.0%
2021 Cincinnati R64,L vs Badosa,66.3%,40.0%,1.0%,0/1,1.97,10.7%,71.8%,37.5%,1.3%,2.03,14.6%,69.2%,55.6%,0.0%,1.90,5.6%
2021 Rome SF,L vs Pliskova,61.7%,46.0%,6.2%,1/4,2.29,1.6%,65.5%,50.0%,3.6%,2.28,2.8%,82.4%,35.7%,17.6%,2.31,0.0%
2021 Rome QF,W vs Pegula,81.5%,48.5%,3.7%,0/3,2.55,7.1%,85.4%,48.6%,2.4%,2.36,9.1%,86.1%,48.4%,5.6%,2.76,5.0%
2020 Dubai SF,L vs Rybakina,71.7%,49.3%,3.0%,2/1,2.49,5.3%,72.9%,51.2%,5.1%,2.45,6.9%,77.8%,46.4%,0.0%,2.62,0.0%
Career (51 matches),,73.1%,47.9%,3.8%,44.6%,2.37,11.3%,75.0%,44.3%,2.6%,2.35,17.3%,82.1%,55.3%,7.2%,2.39,2.2%
