Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 Wimbledon R64,L vs Swiatek,33.9%,41.1%,42.9%,42.9%,51.4%,55.0%,50.0%,47.4%,50.0%,21.1%,26.3%,26.7%,0.0%,22.2%,0.0%,11
2023 Montreal R32,L vs Sabalenka,22.1%,26.5%,45.1%,25.6%,33.3%,41.4%,68.8%,56.5%,50.0%,18.5%,18.5%,50.0%,30.8%,71.4%,0.0%,-21
2023 Wimbledon R32,L vs Swiatek,25.8%,27.3%,31.1%,28.9%,31.6%,37.0%,58.8%,47.6%,66.7%,25.0%,25.0%,22.2%,23.1%,81.8%,100.0%,68
2023 Eastbourne Q2,L vs Bogdan,35.0%,46.0%,45.0%,41.9%,54.8%,50.0%,68.8%,43.3%,25.0%,27.3%,36.4%,37.5%,64.3%,63.2%,66.7%,55
2023 Roland Garros R64,L vs Sorribes Tormo,11.8%,15.7%,22.7%,18.5%,25.9%,31.8%,50.0%,93.3%,100.0%,4.3%,4.3%,13.6%,30.8%,80.0%,100.0%,-71
2023 Roland Garros R128,W vs Rogers,18.5%,28.4%,51.5%,23.9%,39.1%,60.0%,66.7%,72.7%,100.0%,11.4%,14.3%,41.9%,21.4%,47.6%,100.0%,-104
2023 Madrid QF,L vs Swiatek,23.5%,32.4%,29.2%,36.4%,50.0%,42.9%,55.6%,38.5%,33.3%,0.0%,0.0%,10.0%,42.9%,66.7%,-,-119
2023 Madrid R32,W vs Kalinskaya,27.1%,43.5%,60.7%,36.0%,54.0%,71.9%,72.0%,60.0%,50.0%,14.7%,29.4%,48.3%,33.3%,63.6%,66.7%,-69
2023 Miami R32,L vs Mertens,11.3%,32.1%,47.6%,17.4%,39.1%,42.1%,66.7%,64.3%,75.0%,8.0%,32.0%,52.2%,38.5%,41.7%,100.0%,-42
2023 Linz F,L vs Potapova,25.5%,27.3%,25.6%,41.4%,44.8%,29.4%,76.9%,56.3%,75.0%,8.3%,8.3%,22.7%,69.2%,72.7%,50.0%,-30
2022 Tokyo QF,L vs Zhang,28.3%,35.8%,30.6%,45.2%,54.8%,29.4%,42.9%,47.1%,0.0%,5.0%,10.0%,31.6%,50.0%,30.0%,0.0%,-66
2022 Lausanne F,W vs Danilovic,31.0%,43.1%,57.9%,38.5%,51.3%,54.2%,62.5%,65.2%,100.0%,17.6%,29.4%,64.3%,100.0%,40.0%,-,23
2022 Wimbledon R16,L vs Rybakina,19.3%,35.1%,54.8%,35.7%,50.0%,55.6%,70.0%,55.6%,100.0%,4.0%,24.0%,54.2%,35.7%,63.6%,100.0%,-79
2022 Rome R16,L vs Andreescu,28.8%,34.6%,54.8%,42.3%,46.2%,66.7%,46.2%,69.2%,-,20.0%,30.0%,43.8%,11.1%,45.5%,0.0%,58
2022 Indian Wells QF,L vs Halep,6.3%,9.4%,29.6%,9.1%,13.6%,30.0%,50.0%,58.3%,50.0%,0.0%,0.0%,28.6%,33.3%,100.0%,-,-119
2021 Indian Wells R64,L vs Swiatek,17.5%,27.0%,30.6%,17.2%,31.0%,33.3%,71.4%,40.0%,80.0%,19.4%,25.8%,28.0%,50.0%,26.7%,20.0%,3
2021 Cincinnati R64,L vs Badosa,21.1%,31.6%,52.9%,27.5%,40.6%,50.0%,55.6%,42.9%,50.0%,11.9%,19.0%,56.8%,20.0%,59.1%,50.0%,-23
2021 Rome SF,L vs Pliskova,23.3%,32.6%,37.5%,25.0%,31.3%,38.9%,18.2%,65.4%,40.0%,22.2%,36.1%,35.7%,10.5%,47.1%,60.0%,-40
2021 Rome QF,W vs Pegula,26.7%,36.7%,52.4%,35.3%,47.1%,50.0%,29.4%,64.7%,100.0%,16.7%,25.0%,55.0%,0.0%,50.0%,66.7%,-11
2020 Dubai SF,L vs Rybakina,19.6%,30.9%,50.0%,20.8%,35.1%,49.2%,48.6%,70.0%,80.0%,15.0%,15.0%,52.9%,0.0%,80.0%,75.0%,-104
Career (51 matches),,21.7%,31.3%,46.9%,27.4%,39.0%,49.3%,52.2%,53.3%,58.2%,14.2%,21.2%,43.2%,27.9%,55.4%,64.4%,23
