Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),540,93,,,,,,,,,,,,
2025,209,347,126,1673,120,1633,104,1634,81,1618,,
2024,122,597,114,1682,116,1639,85,1659,85,1598,465,141
2023,40,1253,48,1808,54,1745,27,1777,38,1679,,
2022,38,1203,46,1814,59,1740,26,1789,40,1673,,
2021,54,1171,73,1769,76,1707,40,1751,54,1657,,
2020,18,2850,21,1893,27,1824,13,1831,,,303,261
2019,15,2617,17,1957,21,1873,12,1885,19,1780,156,502
2018,32,1465,31,1877,34,1828,30,1779,42,1694,264,270
2017,89,732,86,1727,103,1646,60,1699,49,1657,601,60
2016,262,177,144,1604,131,1589,105,1595,134,1510,179,371
2015,148,379,123,1637,121,1596,101,1607,105,1547,102,705
2014,186,281,155,1584,147,1546,140,1539,93,1566,103,743
2013,107,608,81,1719,81,1666,96,1619,48,1662,78,1161
2012,59,1016,55,1804,52,1766,74,1677,66,1610,57,1591
2011,50,1129,61,1792,43,1772,88,1655,72,1610,113,701
2010,142,462,116,1669,116,1615,99,1624,100,1558,76,1003
2009,82,792,55,1816,71,1708,36,1790,,,,
2008,215,137,193,1526,255,1377,116,1586,,,,
2007,330,68,,,,,,,,,,
