Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,6,2,4,33.3%,6-9,40.0%,62-75,45.3%,0-1,0.0%,6,65.2%,27.1%,4.8%,5.1%,59.4%,66.5%,41.5%,56.4%,41.4%,48.5%,0.95,R16 (2x)
2024,11,6,5,54.5%,14-11,56.0%,127-119,51.6%,3-1,75.0%,7,67.8%,33.3%,3.3%,5.3%,64.5%,64.7%,44.2%,57.4%,42.6%,50.0%,1.00,SF (Makarska 125)
2018,6,5,1,83.3%,11-2,84.6%,77-46,62.6%,1-0,100.0%,5,86.4%,50.0%,4.3%,2.4%,67.5%,73.8%,55.4%,67.8%,51.1%,58.4%,1.59,W (Chicago)
2017,20,16,4,80.0%,34-9,79.1%,241-158,60.4%,0-1,0.0%,0,,,,,,,,,,,,W (Santa Margherita Di Pula $25K)
2016,5,3,2,60.0%,6-5,54.5%,57-51,52.8%,1-0,100.0%,0,,,,,,,,,,,,QF (Andrezieux Boutheon $50K)
2015,18,12,6,66.7%,25-17,59.5%,221-192,53.5%,6-3,66.7%,0,,,,,,,,,,,,SF (Dalian)
2014,20,11,9,55.0%,24-24,50.0%,237-229,50.9%,5-6,45.5%,2,-,-,7.5%,5.8%,63.3%,67.1%,40.9%,57.5%,39.9%,47.8%,0.94,F (Captiva Island FL 50K)
2013,17,11,6,64.7%,27-14,65.9%,207-164,55.8%,4-1,80.0%,0,,,,,,,,,,,,W (Nottingham 75K)
2011,6,3,3,50.0%,6-8,42.9%,66-65,50.4%,1-1,50.0%,0,,,,,,,,,,,,QF (Cuneo 100K)
2010,13,8,5,61.5%,18-10,64.3%,143-101,58.6%,1-2,33.3%,0,,,,,,,,,,,,SF (Athens 50K)
2009,15,10,5,66.7%,21-12,63.6%,174-138,55.8%,2-2,50.0%,0,,,,,,,,,,,,W (Biella 100K)
2008,18,12,6,66.7%,24-14,63.2%,197-156,55.8%,0-1,0.0%,0,,,,,,,,,,,,W ( Zagreb 2 75K)
2007,21,13,8,61.9%,26-21,55.3%,238-210,53.1%,2-4,33.3%,0,,,,,,,,,,,,F (Jersey 25K)
2006,8,5,3,62.5%,11-6,64.7%,85-67,55.9%,0-0,-,0,,,,,,,,,,,,SF (Cavtat 10K)
2005,3,2,1,66.7%,4-3,57.1%,35-33,51.5%,1-0,100.0%,0,,,,,,,,,,,,QF (Dubrovnik 3 10K)
Career,187,119,68,63.6%,257-165,60.9%,2167-1804,54.6%,27-23,54.0%,20,71.1%,35.0%,4.3%,4.8%,63.3%,67.2%,44.8%,59.0%,43.8%,51.0%,1.07,
