Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Tabarka R16,L vs Turati,0.91,0.39,30.3,2.0,-,10.5%,-,46.7%,30.0%,33.3%
2019 W15 Tabarka R16,L vs Neuwirth,1.02,0.71,45.4,2.2,-,28.0%,-,33.3%,38.5%,59.1%
2019 W15 Netanya R32,W vs Zund,1.06,1.21,67.5,2.3,-,62.2%,-,52.9%,43.6%,52.6%
2019 Rabat Q1,L vs Errani,1.14,0.70,45.7,2.1,0.0%,28.0%,0.0%,28.0%,39.1%,50.0%
2019 W15 Tel Aviv R32,L vs Mtsentlitze,0.87,0.56,36.6,2.1,-,41.9%,-,43.3%,35.0%,38.9%
2019 W15 Le Havre R32,L vs Sabino,0.75,0.40,34.2,2.1,0.0%,55.2%,0.0%,56.0%,20.0%,28.6%
2019 W15 Gonesse R32,L vs Sibille,1.03,0.68,47.9,2.6,0.0%,40.7%,4.2%,41.7%,36.4%,41.9%
2019 W15 Amiens R32,L vs Lene,0.98,0.76,52.2,2.9,0.0%,45.7%,0.0%,31.3%,46.9%,48.3%
2019 W15 Monastir R32,L vs Morandais,0.88,0.49,32.6,2.2,0.0%,42.3%,0.0%,37.5%,13.6%,55.0%
2019 W15 Monastir R32,L vs Tholey,1.00,0.89,68.1,6.6,0.0%,46.3%,0.0%,50.0%,45.8%,46.7%
2019 W25 Petit Bourg Guadeloupe R32,L vs Lim,1.10,0.58,41.2,2.0,0.0%,48.0%,0.0%,26.1%,30.4%,36.4%
2018 Limoges Q1,L vs Cepelova,0.93,0.53,33.9,2.2,0.0%,37.5%,0.0%,39.1%,44.0%,26.1%
2018 Mumbai Q1,L vs Kostic,0.95,0.50,49.5,2.1,0.0%,47.1%,0.0%,57.6%,19.2%,31.8%
2017 Stellenbosch $15K R32,L vs Sireix,0.90,0.71,53.2,2.6,0.0%,48.6%,0.0%,54.5%,48.3%,27.6%
2017 Stellenbosch $15K R32,L vs Salden,0.86,0.68,44.4,2.0,5.9%,44.1%,3.3%,40.0%,38.5%,54.2%
2017 Helsinki $15K R32,L vs Yardley,0.95,0.79,61.0,2.2,0.0%,59.1%,2.4%,42.9%,41.7%,40.0%
2017 Limoges Q1,L vs Gamiz,1.13,0.61,41.8,2.2,0.0%,38.7%,0.0%,40.0%,33.3%,31.6%
2017 Lagos $25K R32,L vs Bechri,0.87,0.85,70.6,121.2,2.2%,56.5%,0.0%,48.9%,43.6%,49.0%
2017 Sharm El Sheikh $15K R32,L vs Mihaila,0.88,0.88,70.1,4.7,4.1%,55.1%,2.2%,63.0%,44.1%,37.5%
2017 Sharm El Sheikh $15K R32,L vs Lopez,0.85,0.89,80.7,4.3,0.0%,52.2%,2.4%,47.6%,52.2%,52.3%
2019 (11 matches),,0.98,0.69,48.9,2.4,0.0%,42.9%,0.5%,41.6%,36.3%,45.5%
2018 (2 matches),,0.95,0.54,42.4,2.1,0.0%,43.1%,0.0%,50.0%,31.4%,28.9%
2017 (28 matches),,0.94,0.73,52.6,2.6,1.5%,50.9%,2.0%,48.4%,40.0%,38.1%
2016 (21 matches),,1.01,0.93,56.0,2.7,1.8%,52.3%,1.8%,49.9%,43.7%,46.4%
2015 (21 matches),,0.98,0.89,52.4,2.4,1.2%,49.5%,2.6%,51.1%,44.4%,45.7%
Career (94 matches),,0.98,0.81,52.2,2.5,1.7%,49.6%,2.1%,48.6%,41.5%,43.2%
