Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,0,,,,,,,,,,,,R32 (W15 Norges-la-Ville)
2021,3,0,3,0.0%,0-6,0.0%,12-36,25.0%,0-0,-,0,,,,,,,,,,,,R32 (3x)
2020,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (W15 Saint Palais sur Mer)
2019,22,6,16,27.3%,13-30,30.2%,158-231,40.6%,2-1,66.7%,0,,,,,,,,,,,,SF (W15 Nairobi)
2018,39,16,23,41.0%,34-45,43.0%,316-369,46.1%,3-2,60.0%,0,,,,,,,,,,,,SF (Tel Aviv $15K)
2017,37,5,32,13.5%,20-65,23.5%,284-454,38.5%,1-1,50.0%,0,,,,,,,,,,,,QF (Herzlia $15K)
2016,38,11,27,28.9%,27-57,32.1%,330-434,43.2%,3-2,60.0%,0,,,,,,,,,,,,QF (4x)
2015,47,15,32,31.9%,36-62,36.7%,371-459,44.7%,1-5,16.7%,0,,,,,,,,,,,,QF (3x)
2014,33,3,30,9.1%,12-61,16.4%,218-409,34.8%,1-1,50.0%,0,,,,,,,,,,,,QF (Akko 10K)
2013,22,7,15,31.8%,12-30,28.6%,139-203,40.6%,0-2,0.0%,0,,,,,,,,,,,,QF (Tlemcen 10K)
2012,3,0,3,0.0%,1-6,14.3%,18-42,30.0%,1-0,100.0%,0,,,,,,,,,,,,R32 (3x)
2011,2,1,1,50.0%,2-2,50.0%,19-13,59.4%,0-0,-,0,,,,,,,,,,,,R16 (Djibouti 10K)
2010,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Saint Martin 10K)
Career,250,64,186,25.6%,157-372,29.7%,1879-2698,41.1%,12-14,46.2%,0,,,,,,,,,,,,
