Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Savannah CH F,W vs Andrade,18.3%,33.3%,69.0%,29.3%,22.5%,37.5%,71.0%,39.0%,38.1%,26.3%,0.0%,15.4%,38.5%,63.6%,-2
2021 Ercolano CH F,L vs Griekspoor,18.3%,25.4%,36.0%,22.8%,21.1%,31.6%,36.7%,29.5%,14.3%,41.7%,50.0%,20.0%,24.0%,35.0%,-79
Career (2 matches),,18.3%,29.0%,51.1%,25.8%,21.8%,34.6%,54.1%,34.4%,28.6%,34.9%,33.3%,18.4%,28.9%,45.2%,57
