Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2015,2015,Q1,0,,,,,,,,,,
Roland Garros,2,Clay,4,2,2,50.0%,0,0,0,-,2014,2015,Q2,2,0.95,4.4%,1.5%,68.6%,58.5%,44.2%,54.0%,43.5%,47.1%,72.7%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2015,2015,Q1,0,,,,,,,,,,
US Open,2,Hard,2,0,2,0.0%,0,0,0,-,2013,2015,Q1,1,0.57,0.0%,7.9%,63.2%,45.8%,28.6%,39.5%,34.5%,37.5%,25.0%
Fed Cup,3,,5,0,5,0.0%,0,0,0,-,2015,2020,,3,0.71,5.4%,3.4%,59.6%,61.2%,39.0%,52.2%,33.7%,51.7%,26.7%
Quebec City,11,Hard,21,10,11,47.6%,3,2,1,66.7%,2006,2018,R32,11,1.03,8.3%,2.9%,64.5%,66.5%,50.0%,60.7%,40.5%,58.6%,41.9%
Dubai,6,Hard,10,4,6,40.0%,4,3,1,75.0%,2015,2021,R64,8,0.90,2.6%,5.0%,64.4%,55.5%,43.9%,51.4%,43.7%,49.5%,41.8%
Montreal,6,Hard,7,1,6,14.3%,0,0,0,-,2008,2018,Q2,6,0.70,3.8%,3.4%,62.5%,53.5%,41.7%,49.1%,35.8%,50.0%,30.8%
Tokyo,4,Hard,8,3,5,37.5%,2,1,1,50.0%,2015,2018,R32,6,0.95,8.6%,4.9%,61.3%,66.8%,37.8%,55.6%,42.1%,64.7%,61.5%
Birmingham,5,Grass,8,3,5,37.5%,2,1,1,50.0%,2013,2021,Q2,8,0.96,4.7%,4.5%,63.8%,62.9%,38.9%,54.2%,44.0%,48.5%,46.7%
Toronto,5,Hard,6,1,5,16.7%,1,0,1,0.0%,2007,2017,R64,5,0.86,3.0%,4.6%,66.2%,55.0%,40.2%,50.0%,42.9%,38.5%,42.1%
