Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2018 Segovia CH F,L vs Humbert,58.7%,45.9%,7.9%,3/2,2.25,8.0%,39.4%,46.2%,9.1%,2.06,14.8%,92.3%,45.8%,7.7%,2.48,0.0%
2014 Segovia CH SF,W vs Kudryavtsev,48.1%,65.4%,13.0%,2/5,2.33,3.3%,25.9%,14.3%,11.1%,2.06,5.6%,79.2%,84.2%,16.7%,2.75,0.0%
Career (2 matches),,53.8%,54.0%,10.3%,41.7%,2.28,6.3%,33.3%,35.0%,10.0%,2.06,11.1%,86.0%,62.8%,12.0%,2.57,0.0%
